,Customer ID,Total Unique Visits,First Visit Timestamp,Last Visit Timestamp,Channel,Geo Location,Total Unique Devices,Device Type,Total Unique Cookies,Exit Page,Total Sponsored Listings Viewed,Total Homepage Promos Seen,Total Product Searches Viewed,Total Session Cost,Avg Session Cost,Total Session Duration,Avg Session Duration,Total Page Views,Avg Page Views
16,U1016,6,2025-03-17 04:41:37,2025-05-25 17:07:44,email,Bosnia and Herzegovina,6,mobile,6,landing,3,3,5,11.190000000000001,1.8650000000000002,0.0,,3,0.5
17,U1017,10,2025-03-16 08:34:40,2025-05-30 15:15:33,social,Germany,10,tablet,10,blog,0,2,9,7.98,0.798,0.0,,1,0.1
18,U1018,10,2025-03-24 08:55:27,2025-05-20 05:04:50,email,Croatia,10,desktop,10,blog,0,0,5,2.25,0.225,0.0,,2,0.2
19,U1019,10,2025-03-01 00:27:21,2025-05-26 10:36:23,email,Andorra,10,mobile,10,blog,4,6,6,16.04,1.6039999999999999,0.0,,0,0.0
20,U1020,8,2025-03-04 15:55:55,2025-05-29 21:33:20,email,Montenegro,8,desktop,8,blog,3,2,8,12.83,1.60375,0.0,,6,0.75
21,U1021,9,2025-03-09 22:09:16,2025-05-29 02:49:10,social,Cape Verde,9,mobile,9,landing,0,1,5,4.2,0.4666666666666667,0.0,,2,0.2222222222222222
22,U1022,8,2025-03-17 18:53:31,2025-05-28 02:59:27,referral,Belarus,8,mobile,8,landing,0,8,3,10.64,1.33,0.0,,2,0.25
23,U1023,12,2025-03-06 10:18:33,2025-05-24 10:44:58,paid,Argentina,12,desktop,12,landing,0,5,9,4.44,0.37000000000000005,0.0,,0,0.0
24,U1024,6,2025-03-02 02:38:38,2025-05-15 11:31:00,email,Austria,6,desktop,6,category,4,3,4,9.45,1.575,0.0,,0,0.0
25,U1025,8,2025-03-04 23:57:41,2025-05-11 00:42:05,paid,Cape Verde,8,mobile,8,category,3,0,4,8.84,1.105,0.0,,4,0.5
26,U1026,4,2025-03-22 13:29:49,2025-04-27 18:45:30,social,Bermuda,4,desktop,4,blog,2,1,4,5.510000000000001,1.3775000000000002,0.0,,0,0.0
27,U1027,4,2025-03-09 00:20:38,2025-04-25 11:33:11,paid,Cameroon,4,desktop,4,blog,0,2,1,4.3,1.075,0.0,,2,0.5
28,U1028,7,2025-03-05 18:54:11,2025-05-15 03:08:35,organic,Estonia,7,desktop,7,blog,2,2,5,8.780000000000001,1.2542857142857144,0.0,,5,0.7142857142857143
29,U1029,3,2025-04-17 08:47:55,2025-05-03 07:50:56,referral,Congo,3,desktop,3,landing,2,3,2,5.7299999999999995,1.91,0.0,,1,0.3333333333333333
30,U1030,5,2025-03-20 00:56:40,2025-04-29 19:22:35,referral,Barbados,5,desktop,5,blog,1,1,4,3.4800000000000004,0.6960000000000001,0.0,,2,0.4
31,U1031,4,2025-03-11 22:12:48,2025-05-06 11:33:18,paid,Benin,4,mobile,4,home,1,0,4,2.26,0.565,0.0,,1,0.25
32,U1032,4,2025-03-19 11:52:23,2025-04-10 03:42:57,referral,Gibraltar,4,mobile,4,blog,3,3,1,12.43,3.1075,0.0,,3,0.75
33,U1033,6,2025-03-17 10:23:36,2025-05-17 22:39:01,paid,Anguilla,6,desktop,6,category,1,3,3,7.13,1.1883333333333332,0.0,,3,0.5
34,U1034,7,2025-03-09 07:57:43,2025-05-29 17:34:22,email,Aruba,7,mobile,7,category,5,1,4,16.31,2.3299999999999996,0.0,,4,0.5714285714285714
35,U1035,6,2025-03-15 08:06:45,2025-05-20 19:44:12,organic,Austria,6,mobile,6,blog,0,1,3,1.48,0.24666666666666667,0.0,,1,0.16666666666666666
36,U1036,8,2025-03-21 13:42:18,2025-05-18 02:06:36,social,American Samoa,8,tablet,8,blog,0,5,0,7.45,0.93125,0.0,,3,0.375
37,U1037,3,2025-04-23 06:47:48,2025-05-12 20:27:15,social,Eritrea,3,desktop,3,category,2,3,1,6.96,2.32,0.0,,0,0.0
38,U1038,10,2025-03-02 18:50:54,2025-05-16 14:56:32,email,Bahamas,10,mobile,10,home,3,2,3,9.69,0.969,0.0,,5,0.5
39,U1039,8,2025-03-01 19:25:12,2025-05-23 21:55:25,organic,Panama,8,mobile,8,landing,1,3,5,7.95,0.99375,0.0,,2,0.25
40,U1040,8,2025-03-02 20:27:20,2025-05-24 05:12:46,email,Botswana,8,mobile,8,category,0,5,0,5.9399999999999995,0.7424999999999999,0.0,,3,0.375
41,U1041,9,2025-03-04 20:37:47,2025-05-29 13:02:42,social,Angola,9,mobile,9,blog,0,3,3,3.84,0.42666666666666664,0.0,,2,0.2222222222222222
42,U1042,13,2025-03-02 18:48:37,2025-05-26 10:47:14,organic,Bahamas,13,tablet,13,landing,0,6,3,8.25,0.6346153846153846,0.0,,6,0.46153846153846156
43,U1043,8,2025-03-09 12:34:37,2025-05-27 02:34:12,social,Burundi,8,desktop,8,blog,2,3,3,8.76,1.095,0.0,,3,0.375
44,U1044,2,2025-04-10 12:27:25,2025-04-25 14:57:01,paid,Denmark,2,desktop,2,home,1,0,0,0.68,0.34,0.0,,0,0.0
45,U1045,11,2025-03-14 10:54:24,2025-05-28 07:50:13,organic,Bulgaria,11,tablet,11,blog,3,3,4,7.12,0.6472727272727273,0.0,,0,0.0
46,U1046,8,2025-03-14 03:09:40,2025-05-30 14:07:02,email,Bangladesh,8,tablet,8,blog,0,4,3,7.890000000000001,0.9862500000000001,0.0,,6,0.75
47,U1047,12,2025-03-03 20:42:04,2025-05-21 12:13:45,social,Turkmenistan,12,desktop,12,home,5,6,4,22.25,1.8541666666666667,0.0,,9,0.75
48,U1048,6,2025-03-03 13:02:46,2025-04-29 10:01:13,email,Botswana,6,mobile,6,blog,4,4,4,14.719999999999999,2.453333333333333,0.0,,2,0.3333333333333333
49,U1049,7,2025-03-23 10:03:44,2025-05-06 19:29:07,referral,Anguilla,7,tablet,7,home,3,3,4,15.21,2.172857142857143,0.0,,4,0.5714285714285714
50,U1050,10,2025-03-04 03:06:01,2025-05-22 17:36:19,paid,Burkina Faso,10,mobile,10,blog,4,3,6,13.28,1.3279999999999998,0.0,,5,0.5
51,U1051,4,2025-03-20 16:38:11,2025-05-29 20:25:12,email,American Samoa,4,desktop,4,blog,0,2,4,7.6000000000000005,1.9000000000000001,0.0,,4,1.0
52,U1052,11,2025-03-18 04:37:19,2025-05-26 04:13:38,referral,Armenia,11,desktop,11,landing,1,6,10,13.639999999999999,1.24,0.0,,6,0.5454545454545454
53,U1053,3,2025-04-08 06:26:15,2025-05-12 02:04:31,email,Germany,3,tablet,3,home,0,2,2,4.42,1.4733333333333334,0.0,,2,0.6666666666666666
54,U1054,11,2025-03-05 02:50:10,2025-05-25 00:43:20,organic,Turkey,11,tablet,11,landing,7,11,7,29.39,2.671818181818182,0.0,,8,0.7272727272727273
55,U1055,8,2025-03-19 10:23:00,2025-05-25 20:47:44,referral,Armenia,8,desktop,8,category,0,3,5,5.529999999999999,0.6912499999999999,0.0,,5,0.625
56,U1056,2,2025-03-17 03:56:30,2025-03-29 14:02:51,referral,Jamaica,2,mobile,2,blog,1,0,1,2.51,1.255,0.0,,0,0.0
57,U1057,3,2025-05-06 23:42:24,2025-05-29 05:30:06,social,Austria,3,desktop,3,category,1,1,0,3.15,1.05,0.0,,0,0.0
58,U1058,6,2025-03-09 18:44:32,2025-05-02 17:31:32,paid,Bouvet Island (Bouvetoya),6,desktop,6,home,0,2,3,4.76,0.7933333333333333,0.0,,0,0.0
59,U1059,8,2025-03-03 10:02:57,2025-05-27 01:16:12,organic,Burkina Faso,8,desktop,8,home,2,3,1,6.45,0.80625,0.0,,1,0.125
60,U1060,7,2025-03-09 18:08:01,2025-05-25 16:29:12,social,Cook Islands,7,desktop,7,home,4,1,2,12.36,1.7657142857142856,0.0,,3,0.42857142857142855
61,U1061,6,2025-03-09 06:46:43,2025-05-10 13:44:19,organic,Brazil,6,desktop,6,category,2,3,3,8.91,1.485,0.0,,2,0.3333333333333333
62,U1062,7,2025-03-05 06:18:30,2025-05-24 14:17:19,email,Honduras,7,desktop,7,landing,0,4,7,10.73,1.532857142857143,0.0,,6,0.8571428571428571
63,U1063,7,2025-03-05 23:33:43,2025-05-23 18:10:21,email,Canada,7,mobile,7,home,1,4,2,7.85,1.1214285714285714,0.0,,1,0.14285714285714285
64,U1064,2,2025-04-13 07:51:25,2025-04-30 19:44:27,organic,France,2,mobile,2,home,0,0,1,0.16,0.08,0.0,,0,0.0
65,U1065,12,2025-03-01 08:13:56,2025-05-18 09:30:19,email,Albania,12,mobile,12,category,5,9,6,23.24,1.9366666666666665,0.0,,5,0.4166666666666667
66,U1066,4,2025-03-01 15:18:58,2025-04-28 08:56:10,email,Belgium,4,desktop,4,home,0,0,1,0.49,0.1225,0.0,,0,0.0
67,U1067,5,2025-03-21 03:49:50,2025-05-25 15:36:00,paid,Ecuador,5,desktop,5,blog,0,3,5,5.8,1.16,0.0,,3,0.6
68,U1068,10,2025-03-04 03:34:20,2025-04-28 13:45:25,referral,Australia,10,mobile,10,landing,0,1,4,2.24,0.22400000000000003,0.0,,1,0.1
69,U1069,6,2025-03-18 07:20:55,2025-05-16 10:33:34,email,Central African Republic,6,mobile,6,category,3,0,0,2.88,0.48,0.0,,0,0.0
70,U1070,4,2025-03-04 11:30:48,2025-05-12 18:04:35,email,Korea,4,desktop,4,blog,0,0,3,2.8499999999999996,0.7124999999999999,0.0,,4,1.0
71,U1071,6,2025-04-01 08:13:45,2025-05-27 03:23:45,email,Bangladesh,6,mobile,6,blog,4,4,0,9.59,1.5983333333333334,0.0,,0,0.0
72,U1072,9,2025-03-06 15:34:47,2025-05-23 10:33:56,organic,Mali,9,desktop,9,blog,4,1,2,7.99,0.8877777777777778,0.0,,0,0.0
73,U1073,4,2025-03-09 12:17:07,2025-05-10 07:12:54,referral,Botswana,4,mobile,4,blog,0,0,3,1.0499999999999998,0.26249999999999996,0.0,,0,0.0
74,U1074,4,2025-03-28 21:11:41,2025-05-16 12:36:13,email,Japan,4,desktop,4,category,3,4,2,13.21,3.3025,0.0,,3,0.75
75,U1075,5,2025-03-31 17:28:18,2025-05-30 00:18:43,social,Bulgaria,5,mobile,5,product,0,3,0,6.79,1.358,0.0,,5,1.0
76,U1076,10,2025-03-01 03:41:01,2025-05-25 19:05:08,email,British Indian Ocean Territory (Chagos Archipelago),10,tablet,10,home,2,4,6,12.08,1.208,0.0,,4,0.4
77,U1077,5,2025-03-05 10:00:16,2025-05-22 08:08:45,paid,Cote d'Ivoire,5,desktop,5,blog,2,0,5,3.99,0.798,0.0,,2,0.4
78,U1078,5,2025-03-21 14:46:59,2025-05-18 06:13:03,organic,Algeria,5,desktop,5,product,1,0,4,6.57,1.314,0.0,,4,0.8
79,U1079,6,2025-03-07 14:04:10,2025-05-14 11:18:55,social,Albania,6,tablet,6,landing,1,3,5,4.09,0.6816666666666666,0.0,,0,0.0
80,U1080,8,2025-03-03 19:50:54,2025-05-05 06:58:32,referral,Syrian Arab Republic,8,mobile,8,category,0,5,0,8.09,1.01125,0.0,,3,0.375
81,U1081,8,2025-04-02 12:51:43,2025-05-28 22:48:52,paid,Argentina,8,mobile,8,home,4,1,0,8.219999999999999,1.0274999999999999,0.0,,4,0.5
82,U1082,11,2025-03-21 05:17:12,2025-05-21 01:56:14,email,Andorra,11,mobile,11,category,3,5,8,18.38,1.670909090909091,0.0,,6,0.5454545454545454
83,U1083,5,2025-03-15 11:54:20,2025-05-26 05:15:31,organic,Antarctica (the territory South of 60 deg S),5,desktop,5,category,2,2,4,6.96,1.392,0.0,,0,0.0
84,U1084,3,2025-04-25 10:29:01,2025-05-21 18:56:51,email,Chad,3,desktop,3,home,1,1,0,4.23,1.4100000000000001,0.0,,0,0.0
85,U1085,6,2025-03-31 12:50:12,2025-05-23 22:38:57,organic,Brazil,6,mobile,6,home,0,0,3,1.6800000000000002,0.28,0.0,,3,0.5
86,U1086,8,2025-03-04 01:41:56,2025-04-20 23:34:21,paid,Benin,8,mobile,8,blog,2,3,3,9.97,1.24625,0.0,,8,1.0
87,U1087,7,2025-03-04 15:08:12,2025-05-27 20:41:59,email,Anguilla,7,desktop,7,category,2,6,4,14.620000000000001,2.0885714285714285,0.0,,4,0.5714285714285714
88,U1088,7,2025-03-15 23:01:38,2025-05-24 20:17:09,referral,Cambodia,7,desktop,7,blog,0,1,6,3.9,0.5571428571428572,0.0,,0,0.0
89,U1089,7,2025-03-10 12:56:33,2025-05-10 08:22:19,organic,Argentina,7,tablet,7,blog,1,4,2,7.23,1.032857142857143,0.0,,3,0.42857142857142855
90,U1090,14,2025-03-01 09:34:36,2025-05-30 12:30:12,paid,Angola,14,desktop,14,product,6,11,9,31.19,2.2278571428571428,0.0,,8,0.5714285714285714
91,U1091,8,2025-03-02 11:33:02,2025-04-12 19:52:26,organic,Brazil,8,mobile,8,home,3,4,5,17.77,2.22125,0.0,,4,0.5
92,U1092,5,2025-03-10 22:33:06,2025-04-24 08:01:21,email,Costa Rica,5,mobile,5,home,0,0,0,2.55,0.51,0.0,,3,0.6
93,U1093,4,2025-03-07 22:00:28,2025-05-08 09:15:47,email,Cambodia,4,desktop,4,blog,0,4,0,6.12,1.53,0.0,,0,0.0
94,U1094,4,2025-03-13 15:05:39,2025-04-29 13:00:21,paid,Australia,4,desktop,4,home,3,0,0,6.2,1.55,0.0,,4,1.0
95,U1095,10,2025-03-06 05:21:46,2025-05-21 04:25:39,email,Antarctica (the territory South of 60 deg S),10,mobile,10,category,3,9,9,22.37,2.237,0.0,,4,0.4
96,U1096,10,2025-03-10 00:30:37,2025-05-29 14:14:33,referral,Belgium,10,desktop,10,product,6,4,1,21.92,2.192,0.0,,7,0.7
97,U1097,13,2025-03-10 10:38:21,2025-05-28 15:07:18,email,Lao People's Democratic Republic,13,tablet,13,home,0,0,8,6.26,0.4815384615384615,0.0,,5,0.38461538461538464
98,U1098,4,2025-04-14 00:13:33,2025-05-25 16:09:00,referral,Greece,4,tablet,4,category,2,2,0,3.84,0.96,0.0,,0,0.0
99,U1099,5,2025-03-03 22:31:13,2025-04-16 03:36:33,organic,Bahrain,5,desktop,5,home,0,0,4,0.77,0.154,0.0,,0,0.0
100,U1100,5,2025-03-10 23:50:57,2025-05-19 09:02:10,organic,Finland,5,desktop,5,landing,2,3,3,7.21,1.442,0.0,,2,0.4
101,U1101,8,2025-04-01 15:19:53,2025-05-17 08:34:48,paid,Barbados,8,tablet,8,landing,2,3,5,9.23,1.15375,0.0,,3,0.375
102,U1102,10,2025-03-07 09:55:50,2025-05-16 10:36:15,paid,Guam,10,mobile,10,product,1,2,1,5.35,0.5349999999999999,0.0,,0,0.0
103,U1103,5,2025-03-08 13:30:25,2025-05-30 09:04:06,email,China,5,desktop,5,product,0,1,1,4.6899999999999995,0.938,0.0,,3,0.6
104,U1104,8,2025-03-18 02:30:54,2025-05-19 19:27:09,email,Bangladesh,8,desktop,8,blog,5,4,6,18.53,2.31625,0.0,,3,0.375
105,U1105,10,2025-03-06 23:15:50,2025-05-19 14:25:32,referral,Bermuda,10,mobile,10,home,1,0,7,5.859999999999999,0.586,0.0,,4,0.4
106,U1106,5,2025-03-29 07:15:06,2025-05-13 12:07:08,social,Afghanistan,5,mobile,5,home,2,0,5,6.83,1.366,0.0,,1,0.2
107,U1107,10,2025-03-20 23:13:35,2025-05-30 22:36:51,social,Congo,10,desktop,10,blog,3,9,4,17.86,1.786,0.0,,4,0.4
108,U1108,11,2025-03-01 01:57:54,2025-05-23 14:51:10,organic,Algeria,11,desktop,11,home,3,3,4,15.26,1.3872727272727272,0.0,,7,0.6363636363636364
109,U1109,8,2025-03-23 20:09:05,2025-05-24 01:10:47,email,Antarctica (the territory South of 60 deg S),8,mobile,8,category,0,2,0,6.37,0.79625,0.0,,3,0.375
110,U1110,10,2025-03-02 03:02:10,2025-05-29 18:11:57,referral,Burkina Faso,10,mobile,10,landing,0,6,10,8.57,0.857,0.0,,0,0.0
111,U1111,6,2025-03-14 04:22:49,2025-05-25 21:56:24,organic,Andorra,6,mobile,6,blog,0,0,0,1.32,0.22,0.0,,3,0.5
112,U1112,7,2025-04-14 02:48:56,2025-05-30 07:46:54,organic,Cocos (Keeling) Islands,7,mobile,7,category,0,4,0,7.27,1.0385714285714285,0.0,,1,0.14285714285714285
113,U1113,5,2025-03-22 22:00:52,2025-05-19 14:54:17,paid,Colombia,5,desktop,5,blog,0,0,0,0.7,0.13999999999999999,0.0,,2,0.4
114,U1114,5,2025-03-01 17:18:47,2025-05-10 23:09:05,email,Dominica,5,tablet,5,product,0,5,3,5.220000000000001,1.044,0.0,,0,0.0
115,U1115,11,2025-03-04 05:58:18,2025-05-29 23:03:05,organic,Argentina,11,desktop,11,home,0,0,4,4.14,0.37636363636363634,0.0,,4,0.36363636363636365
116,U1116,10,2025-03-08 13:56:38,2025-05-17 11:42:13,email,Belgium,10,desktop,10,category,0,0,7,2.67,0.267,0.0,,1,0.1
117,U1117,6,2025-03-06 02:58:22,2025-05-15 14:05:58,referral,Algeria,6,tablet,6,product,3,1,0,7.0600000000000005,1.1766666666666667,0.0,,0,0.0
118,U1118,4,2025-04-10 21:02:19,2025-05-17 11:59:41,organic,Greenland,4,desktop,4,home,0,2,4,3.54,0.885,0.0,,0,0.0
119,U1119,7,2025-03-04 10:18:57,2025-05-29 14:25:48,email,Chad,7,tablet,7,product,0,3,1,3.54,0.5057142857142857,0.0,,1,0.14285714285714285
120,U1120,6,2025-03-03 15:36:32,2025-05-11 14:13:12,referral,Montenegro,6,desktop,6,blog,3,2,5,8.39,1.3983333333333334,0.0,,0,0.0
121,U1121,5,2025-03-08 11:06:07,2025-05-16 02:17:59,email,Belize,5,tablet,5,home,0,1,1,3.01,0.602,0.0,,3,0.6
122,U1122,9,2025-03-25 22:45:00,2025-05-28 08:45:36,email,American Samoa,9,mobile,9,blog,3,0,9,13.23,1.47,0.0,,4,0.4444444444444444
123,U1123,9,2025-03-04 05:06:23,2025-05-19 18:45:18,social,Cameroon,9,mobile,9,category,2,0,3,8.08,0.8977777777777778,0.0,,7,0.7777777777777778
124,U1124,7,2025-03-21 11:19:54,2025-05-21 07:46:57,email,Cape Verde,7,mobile,7,home,2,4,4,11.49,1.6414285714285715,0.0,,4,0.5714285714285714
125,U1125,9,2025-03-12 06:17:11,2025-05-13 08:24:18,email,Austria,9,mobile,9,blog,3,0,6,14.22,1.58,0.0,,8,0.8888888888888888
126,U1126,4,2025-04-06 20:59:59,2025-05-13 01:17:02,email,Djibouti,4,tablet,4,category,0,0,0,1.76,0.44,0.0,,2,0.5
127,U1127,13,2025-03-02 03:38:34,2025-05-30 00:35:06,social,Bhutan,13,desktop,13,category,3,3,1,17.200000000000003,1.3230769230769233,0.0,,7,0.5384615384615384
128,U1128,6,2025-03-25 18:59:40,2025-05-17 21:31:57,email,Bolivia,6,desktop,6,landing,0,1,6,4.32,0.7200000000000001,0.0,,2,0.3333333333333333
129,U1129,4,2025-03-24 11:25:39,2025-05-05 13:32:32,social,India,4,desktop,4,home,2,0,2,3.3200000000000003,0.8300000000000001,0.0,,0,0.0
130,U1130,9,2025-03-02 03:52:19,2025-05-20 17:58:37,referral,Algeria,9,desktop,9,landing,1,8,7,10.39,1.1544444444444446,0.0,,4,0.4444444444444444
131,U1131,10,2025-03-03 07:13:33,2025-05-26 19:05:38,email,Antigua and Barbuda,10,desktop,10,landing,1,1,4,7.109999999999999,0.711,0.0,,3,0.3
132,U1132,11,2025-03-11 18:17:15,2025-05-27 08:54:44,email,Benin,11,mobile,11,landing,3,8,5,19.9,1.8090909090909089,0.0,,6,0.5454545454545454
133,U1133,3,2025-03-08 08:25:36,2025-05-04 03:01:29,email,El Salvador,3,mobile,3,blog,0,0,0,0.72,0.24,0.0,,2,0.6666666666666666
134,U1134,9,2025-03-08 04:25:32,2025-05-27 17:03:17,referral,Equatorial Guinea,9,mobile,9,category,0,4,7,8.9,0.9888888888888889,0.0,,5,0.5555555555555556
135,U1135,6,2025-03-07 17:42:36,2025-05-18 21:57:47,email,Bahamas,6,tablet,6,category,0,0,1,0.3,0.049999999999999996,0.0,,0,0.0
136,U1136,13,2025-03-08 01:54:53,2025-05-30 03:45:46,referral,Botswana,13,desktop,13,product,3,6,5,21.97,1.69,0.0,,5,0.38461538461538464
137,U1137,11,2025-03-15 10:51:20,2025-05-30 13:47:59,organic,Afghanistan,11,desktop,11,blog,2,0,8,5.9399999999999995,0.5399999999999999,0.0,,0,0.0
138,U1138,6,2025-04-09 05:11:05,2025-05-18 20:44:22,email,Afghanistan,6,tablet,6,category,3,5,3,14.41,2.401666666666667,0.0,,1,0.16666666666666666
139,U1139,5,2025-03-07 19:20:38,2025-05-15 17:08:07,organic,Afghanistan,5,mobile,5,landing,4,0,0,9.32,1.864,0.0,,1,0.2
140,U1140,5,2025-03-12 18:25:29,2025-05-06 04:47:32,social,Gabon,5,mobile,5,category,0,0,2,1.14,0.22799999999999998,0.0,,2,0.4
141,U1141,11,2025-03-09 19:16:09,2025-05-21 16:05:42,social,Oman,11,mobile,11,landing,10,1,5,14.190000000000001,1.29,0.0,,3,0.2727272727272727
142,U1142,4,2025-04-04 21:08:20,2025-05-27 00:54:17,social,Botswana,4,mobile,4,product,0,0,4,0.8,0.2,0.0,,0,0.0
143,U1143,12,2025-03-09 05:44:38,2025-05-20 23:56:38,organic,Anguilla,12,tablet,12,home,3,0,6,6.930000000000001,0.5775,0.0,,6,0.5
144,U1144,5,2025-03-04 14:18:56,2025-05-16 11:39:25,email,Guadeloupe,5,mobile,5,blog,3,4,1,13.95,2.79,0.0,,0,0.0
145,U1145,8,2025-03-12 11:23:45,2025-05-24 21:09:45,email,Croatia,8,mobile,8,landing,3,6,0,13.4,1.675,0.0,,5,0.625
146,U1146,3,2025-03-04 13:55:52,2025-05-29 18:58:37,organic,Barbados,3,desktop,3,category,0,2,3,3.0300000000000002,1.01,0.0,,0,0.0
147,U1147,11,2025-03-05 10:43:32,2025-05-29 03:08:22,referral,American Samoa,11,desktop,11,home,5,7,3,19.74,1.7945454545454544,0.0,,1,0.09090909090909091
148,U1148,6,2025-03-11 07:46:10,2025-05-19 09:36:45,social,Bahrain,6,tablet,6,category,4,5,4,18.17,3.0283333333333338,0.0,,3,0.5
149,U1149,6,2025-03-22 09:58:16,2025-05-18 18:58:51,referral,Bahrain,6,desktop,6,category,2,2,2,6.74,1.1233333333333333,0.0,,0,0.0
150,U1150,9,2025-03-05 10:13:27,2025-05-21 05:00:58,organic,British Indian Ocean Territory (Chagos Archipelago),9,desktop,9,category,0,6,1,9.58,1.0644444444444445,0.0,,2,0.2222222222222222
151,U1151,4,2025-03-17 00:29:31,2025-05-13 13:13:10,email,Cambodia,4,desktop,4,category,0,3,4,3.7,0.925,0.0,,0,0.0
152,U1152,6,2025-03-13 22:46:36,2025-05-16 19:17:07,email,Armenia,6,desktop,6,category,0,1,2,1.6400000000000001,0.2733333333333334,0.0,,1,0.16666666666666666
153,U1153,7,2025-03-01 16:49:59,2025-05-29 22:03:19,email,Albania,7,mobile,7,category,2,0,4,5.08,0.7257142857142858,0.0,,2,0.2857142857142857
154,U1154,3,2025-03-28 13:08:32,2025-05-16 22:03:16,email,Israel,3,desktop,3,blog,0,2,0,1.48,0.49333333333333335,0.0,,0,0.0
155,U1155,5,2025-03-13 07:40:50,2025-04-16 05:11:22,referral,Costa Rica,5,desktop,5,blog,0,0,3,0.63,0.126,0.0,,0,0.0
156,U1156,7,2025-03-09 13:06:15,2025-05-09 15:11:39,social,Argentina,7,tablet,7,product,0,4,1,5.6,0.7999999999999999,0.0,,3,0.42857142857142855
157,U1157,6,2025-03-19 15:09:57,2025-05-20 05:50:46,referral,Albania,6,mobile,6,home,0,0,3,1.8900000000000001,0.315,0.0,,3,0.5
158,U1158,7,2025-03-22 06:57:01,2025-05-23 18:18:32,paid,Bhutan,7,tablet,7,landing,2,0,3,3.68,0.5257142857142857,0.0,,3,0.42857142857142855
159,U1159,7,2025-03-16 12:16:00,2025-05-29 13:59:02,email,Austria,7,tablet,7,blog,1,1,1,1.29,0.1842857142857143,0.0,,0,0.0
160,U1160,8,2025-03-06 05:53:36,2025-05-26 10:02:08,paid,Aruba,8,desktop,8,blog,0,4,4,4.69,0.58625,0.0,,2,0.25
161,U1161,6,2025-03-03 19:43:36,2025-04-22 04:08:27,social,Brazil,6,desktop,6,home,2,5,1,9.02,1.5033333333333332,0.0,,3,0.5
162,U1162,2,2025-03-23 20:17:18,2025-04-13 04:30:28,organic,Saint Helena,2,mobile,2,home,0,0,1,0.19,0.095,0.0,,0,0.0
163,U1163,5,2025-03-23 08:05:10,2025-05-27 05:21:36,email,Greece,5,desktop,5,blog,1,0,1,2.82,0.564,0.0,,1,0.2
