transaction_id,visit_id,user_id,order_id,purchase_date,payment_method,Total_amount
TX1052,V1410,U1054,ORD1052,21-04-2025 11:12,COD,231.48
TX1053,V1412,U1054,ORD1053,22-05-2025 03:04,wallet,630.24
TX1054,V1413,U1054,ORD1054,05-03-2025 04:50,COD,1692.87
TX1055,V1416,U1054,ORD1055,12-05-2025 00:04,COD,122.52
TX1056,V1418,U1055,ORD1056,21-04-2025 15:39,credit_card,1880.26
TX1057,V1419,U1055,ORD1057,01-05-2025 11:31,wallet,114.62
TX1058,V1420,U1055,ORD1058,19-03-2025 17:23,wallet,156.02
TX1059,V1421,U1055,ORD1059,13-04-2025 05:14,paypal,767.08
TX1060,V1422,U1055,ORD1060,26-05-2025 11:47,wallet,495.78
TX1061,V1423,U1055,ORD1061,16-05-2025 21:47,credit_card,175.74
TX1062,V1438,U1059,ORD1062,09-04-2025 15:54,wallet,78.99
TX1063,V1440,U1059,ORD1063,04-03-2025 14:02,COD,734.38
TX1064,V1446,U1060,ORD1064,01-04-2025 19:08,wallet,130.94
TX1065,V1448,U1060,ORD1065,09-05-2025 15:50,credit_card,222.42
TX1066,V1465,U1063,ORD1066,18-03-2025 05:46,COD,179.38
TX1067,V1468,U1063,ORD1067,07-03-2025 23:33,paypal,197.58
TX1068,V1470,U1063,ORD1068,11-05-2025 04:24,COD,527.37
TX1069,V1475,U1065,ORD1069,03-03-2025 00:13,credit_card,268.84
TX1070,V1476,U1065,ORD1070,16-05-2025 04:30,paypal,391.2
TX1071,V1477,U1065,ORD1071,03-03-2025 05:26,credit_card,7.84
TX1072,V1487,U1066,ORD1072,30-04-2025 01:56,wallet,945.36
TX1073,V1488,U1066,ORD1073,02-03-2025 20:18,COD,20.72
TX1074,V1490,U1067,ORD1074,28-03-2025 11:03,COD,826.57
TX1075,V1492,U1067,ORD1075,20-05-2025 06:01,credit_card,869.29
TX1076,V1511,U1070,ORD1076,13-05-2025 04:04,credit_card,386.04
TX1077,V1513,U1070,ORD1077,05-03-2025 21:30,COD,191.98
TX1078,V1521,U1072,ORD1078,16-04-2025 17:04,credit_card,603.33
TX1079,V1522,U1072,ORD1079,13-03-2025 00:20,COD,636.24
TX1080,V1542,U1076,ORD1080,18-04-2025 16:41,paypal,172.38
TX1081,V1543,U1076,ORD1081,11-05-2025 05:07,credit_card,147.74
TX1082,V1544,U1076,ORD1082,19-04-2025 05:49,credit_card,447.66
TX1083,V1546,U1076,ORD1083,27-05-2025 16:05,wallet,374
TX1084,V1549,U1076,ORD1084,01-03-2025 08:41,paypal,100.85
TX1085,V1551,U1076,ORD1085,02-05-2025 13:25,wallet,30.72
TX1086,V1554,U1077,ORD1086,18-05-2025 02:07,COD,30.12
TX1087,V1555,U1077,ORD1087,10-04-2025 23:09,paypal,97.68
TX1088,V1557,U1078,ORD1088,04-04-2025 13:44,wallet,322.82
TX1089,V1559,U1078,ORD1089,23-03-2025 06:46,wallet,1641.72
TX1090,V1577,U1081,ORD1090,17-05-2025 21:44,paypal,246
TX1091,V1578,U1081,ORD1091,03-05-2025 20:28,wallet,528.57
TX1092,V1579,U1081,ORD1092,16-04-2025 18:57,COD,258.28
TX1093,V1582,U1081,ORD1093,22-04-2025 17:13,credit_card,55.05
TX1094,V1583,U1081,ORD1094,02-04-2025 22:51,COD,1066.48
TX1095,V1584,U1082,ORD1095,16-05-2025 23:49,COD,339.29
TX1096,V1586,U1082,ORD1096,13-05-2025 02:20,COD,302.73
TX1097,V1588,U1082,ORD1097,31-03-2025 05:31,paypal,191.58
TX1098,V1589,U1082,ORD1098,10-05-2025 23:17,COD,1308.12
TX1099,V1591,U1082,ORD1099,23-04-2025 23:42,credit_card,404.34
TX1100,V1594,U1082,ORD1100,18-05-2025 06:03,COD,3.09
TX1101,V1609,U1086,ORD1101,04-03-2025 16:41,COD,439.88
TX1102,V1611,U1086,ORD1102,18-04-2025 21:13,wallet,56.95
TX1103,V1612,U1086,ORD1103,25-03-2025 23:44,wallet,47.81
TX1104,V1613,U1086,ORD1104,14-04-2025 06:01,credit_card,75.05
TX1105,V1614,U1086,ORD1105,30-03-2025 11:10,paypal,979.76
TX1106,V1625,U1088,ORD1106,04-04-2025 02:31,COD,124.4
TX1107,V1626,U1088,ORD1107,17-04-2025 14:34,paypal,236.44
TX1108,V1627,U1088,ORD1108,25-05-2025 07:17,wallet,52.49
TX1109,V1628,U1088,ORD1109,31-03-2025 11:11,COD,413.6
TX1110,V1629,U1088,ORD1110,02-04-2025 13:45,credit_card,365.94
TX1111,V1685,U1096,ORD1111,19-05-2025 11:46,paypal,226.98
TX1112,V1686,U1096,ORD1112,10-05-2025 07:10,COD,737.25
TX1113,V1687,U1096,ORD1113,06-05-2025 07:14,paypal,304.91
TX1114,V1690,U1096,ORD1114,15-05-2025 11:14,COD,446.62
TX1115,V1693,U1097,ORD1115,18-05-2025 21:36,COD,871.83
TX1116,V1697,U1097,ORD1116,04-05-2025 09:36,COD,734.93
TX1117,V1699,U1097,ORD1117,16-04-2025 10:27,credit_card,546.78
TX1118,V1700,U1097,ORD1118,23-03-2025 13:28,credit_card,590.26
TX1119,V1701,U1097,ORD1119,25-05-2025 01:29,COD,690.48
TX1120,V1705,U1097,ORD1120,08-05-2025 10:13,credit_card,2801.04
TX1121,V1720,U1101,ORD1121,18-05-2025 20:34,wallet,403.52
TX1122,V1721,U1101,ORD1122,02-04-2025 15:19,paypal,992.58
TX1123,V1722,U1101,ORD1123,04-05-2025 00:19,credit_card,169.58
TX1124,V1724,U1101,ORD1124,22-04-2025 10:23,COD,363.78
TX1125,V1726,U1101,ORD1125,10-04-2025 08:23,credit_card,129.04
TX1126,V1727,U1101,ORD1126,01-05-2025 08:44,wallet,191.94
TX1127,V1766,U1107,ORD1127,14-04-2025 12:57,credit_card,1032.72
TX1128,V1768,U1107,ORD1128,25-05-2025 14:32,credit_card,422.7
TX1129,V1770,U1107,ORD1129,17-05-2025 05:57,wallet,340.08
TX1130,V1771,U1107,ORD1130,06-05-2025 11:29,credit_card,447.94
TX1131,V1772,U1107,ORD1131,29-05-2025 13:15,COD,381.16
TX1132,V1773,U1107,ORD1132,01-06-2025 17:36,wallet,1562.88
TX1133,V1775,U1107,ORD1133,04-04-2025 03:11,credit_card,452.64
TX1134,V1789,U1109,ORD1134,09-05-2025 03:17,paypal,206.22
TX1135,V1792,U1109,ORD1135,08-04-2025 09:57,COD,953.67
TX1136,V1794,U1109,ORD1136,22-04-2025 23:13,paypal,620.07
TX1137,V1797,U1110,ORD1137,21-03-2025 01:36,wallet,114.84
TX1138,V1798,U1110,ORD1138,09-04-2025 05:10,wallet,262.42
TX1139,V1801,U1110,ORD1139,16-03-2025 19:28,credit_card,335.92
TX1140,V1803,U1110,ORD1140,14-03-2025 10:33,COD,269.8
TX1141,V1856,U1118,ORD1141,11-05-2025 21:54,wallet,183.45
TX1142,V1857,U1118,ORD1142,11-04-2025 17:02,wallet,55.45
TX1143,V1858,U1118,ORD1143,17-05-2025 20:59,credit_card,187.63
TX1144,V1867,U1120,ORD1144,18-03-2025 05:58,wallet,139.23
TX1145,V1870,U1120,ORD1145,12-05-2025 15:13,wallet,464.14
TX1146,V1990,U1136,ORD1146,16-03-2025 05:14,credit_card,123.62
TX1147,V1991,U1136,ORD1147,15-05-2025 20:13,credit_card,1187.85
TX1148,V1993,U1136,ORD1148,04-05-2025 03:05,paypal,380.96
TX1149,V1994,U1136,ORD1149,30-05-2025 06:32,credit_card,1059.08
TX1150,V1995,U1136,ORD1150,10-05-2025 16:00,COD,430.98
TX1151,V1997,U1136,ORD1151,08-03-2025 18:54,COD,95.62
TX1152,V2003,U1137,ORD1152,02-05-2025 05:05,credit_card,346.47
TX1153,V2005,U1137,ORD1153,04-05-2025 19:38,wallet,514.8
TX1154,V2007,U1137,ORD1154,09-05-2025 00:14,COD,514.45
TX1155,V2019,U1139,ORD1155,08-05-2025 16:05,paypal,925.04
TX1156,V2020,U1139,ORD1156,17-05-2025 12:08,paypal,459.89
TX1157,V2027,U1141,ORD1157,11-03-2025 17:16,credit_card,118.35
TX1158,V2028,U1141,ORD1158,23-04-2025 12:46,COD,160.92
TX1159,V2029,U1141,ORD1159,04-04-2025 22:24,paypal,188.69
TX1160,V2031,U1141,ORD1160,15-05-2025 11:59,paypal,95.99
TX1161,V2032,U1141,ORD1161,29-03-2025 14:39,wallet,480.99
TX1162,V2034,U1141,ORD1162,25-04-2025 03:01,credit_card,1055.19
TX1163,V2123,U1155,ORD1163,16-03-2025 09:25,wallet,703.6
TX1164,V2124,U1155,ORD1164,28-03-2025 03:21,wallet,353.24
TX1165,V2139,U1158,ORD1165,01-05-2025 08:11,credit_card,236.51
TX1166,V2140,U1158,ORD1166,25-05-2025 07:18,COD,88.54
TX1167,V2142,U1158,ORD1167,24-03-2025 05:57,credit_card,344.77
TX1168,V2144,U1158,ORD1168,04-05-2025 01:20,COD,548.07
TX1169,V2145,U1158,ORD1169,28-03-2025 21:07,wallet,120.84
TX1170,V2184,U1165,ORD1170,23-03-2025 14:42,credit_card,110.03
TX1171,V2185,U1165,ORD1171,30-04-2025 11:04,credit_card,79.04
TX1172,V2205,U1168,ORD1172,18-03-2025 04:58,credit_card,417.07
TX1173,V2206,U1168,ORD1173,24-04-2025 15:00,credit_card,1403.76
TX1174,V2208,U1168,ORD1174,10-04-2025 01:19,wallet,319.32
TX1175,V2209,U1168,ORD1175,22-04-2025 05:48,COD,410.3
TX1176,V2210,U1168,ORD1176,24-05-2025 04:04,wallet,1019.71
TX1177,V2211,U1168,ORD1177,29-04-2025 06:29,COD,122.95
TX1178,V2250,U1174,ORD1178,19-03-2025 12:57,credit_card,753.97
TX1179,V2253,U1174,ORD1179,09-05-2025 23:12,COD,16.48
TX1180,V2254,U1174,ORD1180,01-03-2025 16:10,credit_card,131.39
TX1181,V2256,U1174,ORD1181,08-04-2025 09:50,paypal,1401.39
TX1182,V2344,U1184,ORD1182,23-03-2025 13:26,COD,127.85
TX1183,V2345,U1184,ORD1183,07-04-2025 10:35,paypal,223.92
TX1184,V2347,U1184,ORD1184,06-03-2025 13:15,paypal,411.68
TX1185,V2401,U1192,ORD1185,22-04-2025 09:40,COD,618.11
TX1186,V2402,U1192,ORD1186,17-05-2025 09:31,paypal,300
TX1187,V2403,U1192,ORD1187,16-05-2025 11:27,paypal,108.84
TX1188,V2425,U1196,ORD1188,14-04-2025 16:06,COD,343.57
TX1189,V2426,U1196,ORD1189,12-04-2025 07:26,COD,19
TX1190,V2427,U1196,ORD1190,14-04-2025 18:06,credit_card,691.15
TX1191,V2438,U1198,ORD1191,09-03-2025 09:03,credit_card,87.75
TX1192,V2440,U1198,ORD1192,06-04-2025 12:36,credit_card,7.04
TX1193,V2442,U1198,ORD1193,03-05-2025 23:31,paypal,390.55
TX1194,V2444,U1199,ORD1194,19-03-2025 19:31,paypal,226.91
TX1195,V2446,U1199,ORD1195,25-04-2025 09:20,wallet,958.1
TX1196,V2448,U1199,ORD1196,21-03-2025 05:18,COD,453.8
TX1197,V2469,U1204,ORD1197,05-03-2025 03:16,wallet,434.04
TX1198,V2489,U1208,ORD1198,27-03-2025 21:22,COD,342.27
TX1199,V2490,U1208,ORD1199,11-04-2025 22:32,COD,544.99
TX1200,V2492,U1208,ORD1200,05-04-2025 23:30,credit_card,400.09
TX1201,V2495,U1208,ORD1201,31-05-2025 22:46,wallet,701.57
TX1202,V2496,U1208,ORD1202,21-04-2025 15:23,COD,1549.32
TX1203,V2498,U1208,ORD1203,19-03-2025 13:59,COD,509.52
TX1204,V2500,U1208,ORD1204,14-05-2025 16:45,COD,114.62
TX1205,V2501,U1208,ORD1205,22-04-2025 23:56,credit_card,128.28
TX1206,V2503,U1209,ORD1206,20-05-2025 13:38,wallet,276.33
TX1207,V2504,U1209,ORD1207,06-05-2025 18:05,paypal,98.17
TX1208,V2507,U1209,ORD1208,08-05-2025 05:57,COD,590.48
TX1209,V2511,U1209,ORD1209,03-03-2025 04:03,credit_card,473.82
TX1210,V2512,U1210,ORD1210,20-04-2025 08:25,credit_card,69.28
TX1211,V2513,U1210,ORD1211,06-04-2025 23:11,COD,364.22
TX1212,V2514,U1210,ORD1212,17-04-2025 04:53,paypal,226.19
TX1213,V2516,U1210,ORD1213,30-05-2025 02:17,credit_card,123.85
TX1214,V2517,U1210,ORD1214,11-03-2025 01:39,COD,631.36
TX1215,V2523,U1211,ORD1215,21-05-2025 13:20,credit_card,286.82
TX1216,V2524,U1211,ORD1216,21-04-2025 14:51,paypal,663.62
TX1217,V2525,U1211,ORD1217,23-04-2025 00:52,paypal,81.25
TX1218,V2529,U1211,ORD1218,15-04-2025 16:01,paypal,388.58
TX1219,V2530,U1211,ORD1219,09-03-2025 14:01,credit_card,992.55
TX1220,V2531,U1211,ORD1220,20-05-2025 00:02,COD,79.39
TX1221,V2532,U1211,ORD1221,30-05-2025 00:42,paypal,321.59
TX1222,V2533,U1211,ORD1222,17-04-2025 10:21,paypal,143.51
TX1223,V2539,U1213,ORD1223,04-04-2025 11:01,wallet,506.46
TX1224,V2540,U1213,ORD1224,08-05-2025 23:10,paypal,358.8
TX1225,V2541,U1213,ORD1225,04-03-2025 05:00,COD,245.92
TX1226,V2542,U1213,ORD1226,20-05-2025 22:05,wallet,658.72
TX1227,V2543,U1213,ORD1227,22-03-2025 21:07,COD,421.68
TX1228,V2546,U1213,ORD1228,23-03-2025 19:57,credit_card,209.4
TX1229,V2548,U1213,ORD1229,14-03-2025 02:25,credit_card,750.89
TX1230,V2564,U1215,ORD1230,11-03-2025 18:52,COD,317.8
TX1231,V2566,U1215,ORD1231,29-04-2025 08:16,paypal,313.92
TX1232,V2592,U1218,ORD1232,16-04-2025 14:10,wallet,238.36
TX1233,V2594,U1218,ORD1233,19-03-2025 19:22,COD,762.98
TX1234,V2595,U1218,ORD1234,06-05-2025 21:25,COD,384.41
TX1235,V2597,U1218,ORD1235,06-04-2025 04:47,COD,267.97
TX1236,V2598,U1218,ORD1236,11-04-2025 11:12,wallet,207.61
TX1237,V2614,U1221,ORD1237,23-05-2025 09:52,credit_card,424.73
TX1238,V2615,U1221,ORD1238,24-03-2025 20:19,credit_card,1282.44
TX1239,V2616,U1221,ORD1239,11-04-2025 04:02,credit_card,1716.11
TX1240,V2617,U1221,ORD1240,24-05-2025 06:08,paypal,319.44
TX1241,V2659,U1227,ORD1241,07-03-2025 18:09,COD,398.25
TX1242,V2660,U1227,ORD1242,08-03-2025 02:59,paypal,346.14
TX1243,V2662,U1227,ORD1243,18-03-2025 10:19,wallet,152.76
TX1244,V2663,U1227,ORD1244,28-04-2025 21:46,wallet,956.86
TX1245,V2666,U1227,ORD1245,01-05-2025 21:14,credit_card,742.58
TX1246,V2684,U1231,ORD1246,06-04-2025 17:55,paypal,336.32
TX1247,V2688,U1231,ORD1247,25-05-2025 04:47,paypal,81.87
TX1248,V2723,U1235,ORD1248,01-04-2025 09:14,credit_card,515.91
TX1249,V2725,U1235,ORD1249,07-05-2025 09:08,COD,492.52
TX1250,V2730,U1237,ORD1250,05-03-2025 23:05,COD,419.05
TX1251,V2731,U1237,ORD1251,05-05-2025 18:42,COD,1266.91
TX1252,V2732,U1237,ORD1252,11-04-2025 16:26,wallet,190.66
TX1253,V2738,U1239,ORD1253,07-04-2025 10:11,wallet,214.67
TX1254,V2739,U1239,ORD1254,09-04-2025 03:28,wallet,42.42
TX1255,V2740,U1239,ORD1255,26-04-2025 21:06,wallet,51.74
TX1256,V2759,U1244,ORD1256,01-05-2025 10:21,wallet,301.02
TX1257,V2762,U1244,ORD1257,11-03-2025 03:44,wallet,109.74
TX1258,V2763,U1244,ORD1258,03-04-2025 02:53,wallet,1137.69
TX1259,V2764,U1244,ORD1259,08-03-2025 03:44,credit_card,255.98
TX1260,V2774,U1247,ORD1260,21-03-2025 01:12,credit_card,875.78
TX1261,V2776,U1247,ORD1261,01-05-2025 03:16,credit_card,716.57
TX1262,V2785,U1249,ORD1262,21-05-2025 09:50,wallet,863.51
TX1263,V2786,U1250,ORD1263,15-04-2025 17:52,wallet,482.81
TX1264,V2787,U1250,ORD1264,31-05-2025 19:44,wallet,399.27
TX1265,V2788,U1250,ORD1265,22-04-2025 19:19,wallet,465.7
TX1266,V2789,U1250,ORD1266,30-04-2025 07:42,wallet,457.98
TX1267,V2790,U1250,ORD1267,14-05-2025 17:10,wallet,77.31
TX1268,V2792,U1250,ORD1268,25-04-2025 14:08,paypal,232.82
TX1269,V2794,U1250,ORD1269,21-04-2025 07:58,COD,102.1
TX1270,V2796,U1250,ORD1270,16-03-2025 06:16,wallet,1017.23
TX1271,V2822,U1254,ORD1271,17-05-2025 00:03,paypal,444.94
TX1272,V2823,U1254,ORD1272,28-03-2025 16:15,COD,1729.06
TX1273,V2824,U1254,ORD1273,25-04-2025 06:14,COD,845.6
TX1274,V2829,U1254,ORD1274,24-05-2025 10:58,COD,103.99
TX1275,V2837,U1256,ORD1275,11-03-2025 18:25,paypal,442.92
TX1276,V2838,U1256,ORD1276,22-05-2025 06:54,wallet,197.67
TX1277,V2839,U1256,ORD1277,22-05-2025 06:45,credit_card,117.68
TX1278,V2841,U1256,ORD1278,26-04-2025 06:27,COD,103.48
TX1279,V2854,U1259,ORD1279,13-05-2025 07:53,credit_card,135.42
TX1280,V2857,U1260,ORD1280,31-05-2025 12:52,credit_card,607.14
TX1281,V2860,U1261,ORD1281,23-03-2025 10:54,COD,221.03
TX1282,V2861,U1261,ORD1282,12-04-2025 20:03,paypal,47.13
TX1283,V2862,U1261,ORD1283,26-03-2025 07:34,credit_card,261.92
TX1284,V2882,U1265,ORD1284,05-05-2025 18:56,paypal,191.43
TX1285,V2885,U1265,ORD1285,02-05-2025 14:51,COD,333.71
TX1286,V2886,U1265,ORD1286,05-04-2025 21:30,credit_card,351.89
TX1287,V2887,U1265,ORD1287,19-05-2025 23:40,paypal,283.72
TX1288,V2888,U1265,ORD1288,13-03-2025 06:24,credit_card,336.53
TX1289,V2889,U1265,ORD1289,25-05-2025 13:08,COD,220.06
TX1290,V2890,U1265,ORD1290,24-05-2025 19:27,COD,290.33
TX1291,V2892,U1265,ORD1291,28-05-2025 10:57,credit_card,40.62
TX1292,V2893,U1265,ORD1292,30-05-2025 17:14,paypal,983.4
TX1293,V2896,U1266,ORD1293,19-05-2025 22:02,wallet,389.12
TX1294,V2901,U1266,ORD1294,02-05-2025 11:09,COD,1709.55
TX1295,V2962,U1275,ORD1295,10-04-2025 09:28,COD,728.56
TX1296,V2964,U1275,ORD1296,27-03-2025 07:12,paypal,895.68
TX1297,V2973,U1277,ORD1297,18-04-2025 10:27,credit_card,706.69
TX1298,V2974,U1277,ORD1298,22-03-2025 21:05,credit_card,80.36
TX1299,V2977,U1277,ORD1299,16-05-2025 02:28,wallet,780.81
TX1300,V2979,U1277,ORD1300,18-04-2025 00:29,credit_card,385.4
TX1301,V2980,U1277,ORD1301,15-03-2025 01:23,credit_card,398.6
TX1302,V2998,U1280,ORD1302,09-04-2025 03:22,credit_card,289.5
TX1303,V3000,U1280,ORD1303,08-04-2025 15:36,COD,968.87
TX1304,V3001,U1280,ORD1304,11-04-2025 10:20,COD,76.14
TX1305,V3002,U1281,ORD1305,28-04-2025 05:34,COD,58.65
TX1306,V3004,U1281,ORD1306,24-04-2025 12:54,wallet,263.73
TX1307,V3006,U1281,ORD1307,01-06-2025 05:32,wallet,395.85
TX1308,V3035,U1286,ORD1308,25-05-2025 10:24,COD,622.58
TX1309,V3036,U1286,ORD1309,01-05-2025 09:14,credit_card,144.19
TX1310,V3039,U1286,ORD1310,02-04-2025 02:22,credit_card,224.68
TX1311,V3041,U1286,ORD1311,02-04-2025 00:16,paypal,1470.24
TX1312,V3042,U1286,ORD1312,19-04-2025 02:45,paypal,536.66
TX1313,V3045,U1286,ORD1313,04-05-2025 03:53,wallet,665.43
TX1314,V3046,U1286,ORD1314,18-05-2025 23:59,paypal,244.34
TX1315,V3069,U1289,ORD1315,27-05-2025 17:56,wallet,461.4
TX1316,V3070,U1289,ORD1316,27-04-2025 21:43,wallet,372.05
TX1317,V3071,U1290,ORD1317,28-04-2025 08:45,wallet,153.28
TX1318,V3074,U1290,ORD1318,11-04-2025 11:19,credit_card,32.44
TX1319,V3075,U1290,ORD1319,08-03-2025 18:02,credit_card,382.52
TX1320,V3084,U1292,ORD1320,12-03-2025 02:09,wallet,417.72
TX1321,V3085,U1292,ORD1321,02-04-2025 12:53,paypal,878.68
TX1322,V3088,U1292,ORD1322,10-05-2025 14:04,COD,540.21
TX1323,V3091,U1292,ORD1323,29-03-2025 01:33,COD,224.6
TX1324,V3105,U1296,ORD1324,28-04-2025 14:26,paypal,67.75
TX1325,V3107,U1296,ORD1325,26-03-2025 10:34,credit_card,85.16
TX1326,V3113,U1296,ORD1326,17-05-2025 12:20,wallet,1111.99
TX1327,V3123,U1298,ORD1327,13-03-2025 21:55,credit_card,929.18
TX1328,V3124,U1298,ORD1328,05-05-2025 07:46,paypal,184.27
TX1329,V3125,U1298,ORD1329,22-05-2025 17:49,COD,454.15
TX1330,V3126,U1298,ORD1330,21-04-2025 04:34,COD,212.96
TX1331,V3127,U1299,ORD1331,18-04-2025 23:54,COD,10.2
TX1332,V3128,U1299,ORD1332,27-05-2025 16:09,paypal,355.4
TX1333,V3129,U1299,ORD1333,16-04-2025 19:11,paypal,698.04
TX1334,V3175,U1305,ORD1334,28-04-2025 20:17,paypal,45.41
TX1335,V3177,U1305,ORD1335,05-05-2025 11:49,paypal,776.78
TX1336,V3179,U1305,ORD1336,28-03-2025 00:40,credit_card,1214.36
TX1337,V3181,U1305,ORD1337,18-05-2025 18:27,paypal,761.75
TX1338,V3183,U1305,ORD1338,09-03-2025 08:16,COD,200.43
TX1339,V3187,U1306,ORD1339,23-04-2025 19:11,COD,70.34
TX1340,V3189,U1306,ORD1340,13-03-2025 09:52,paypal,22.92
TX1341,V3193,U1306,ORD1341,25-05-2025 13:24,credit_card,431.05
TX1342,V3198,U1307,ORD1342,05-04-2025 23:33,COD,128.17
TX1343,V3199,U1307,ORD1343,06-05-2025 06:04,paypal,237.23
TX1344,V3211,U1309,ORD1344,14-04-2025 05:27,wallet,546.87
TX1345,V3212,U1309,ORD1345,01-05-2025 12:49,wallet,291.2
TX1346,V3213,U1309,ORD1346,18-05-2025 02:51,credit_card,289.19
TX1347,V3214,U1309,ORD1347,21-03-2025 06:51,wallet,422.37
TX1348,V3216,U1310,ORD1348,16-04-2025 09:51,COD,301.4
TX1349,V3219,U1310,ORD1349,18-03-2025 05:03,COD,98.28
TX1350,V3225,U1312,ORD1350,24-03-2025 18:22,wallet,206.82
TX1351,V3226,U1312,ORD1351,30-03-2025 00:00,paypal,275.98
TX1352,V3228,U1312,ORD1352,08-04-2025 02:48,wallet,505.84
TX1353,V3229,U1312,ORD1353,03-04-2025 04:55,wallet,72.73
TX1354,V3230,U1312,ORD1354,11-03-2025 02:13,COD,929.64
TX1355,V3232,U1312,ORD1355,13-04-2025 09:08,COD,320.33
TX1356,V3240,U1314,ORD1356,10-05-2025 16:28,paypal,38.04
TX1357,V3241,U1314,ORD1357,31-05-2025 16:21,COD,498.86
TX1358,V3245,U1314,ORD1358,07-03-2025 20:27,wallet,337.49
TX1359,V3247,U1314,ORD1359,26-04-2025 03:07,wallet,428.96
TX1360,V3248,U1314,ORD1360,24-04-2025 08:10,credit_card,475.32
TX1361,V3274,U1318,ORD1361,17-05-2025 18:45,wallet,66.35
TX1362,V3275,U1318,ORD1362,18-05-2025 10:33,wallet,491.54
TX1363,V3277,U1318,ORD1363,21-03-2025 08:49,wallet,497.63
TX1364,V3281,U1319,ORD1364,19-03-2025 02:47,COD,1096.45
TX1365,V3285,U1319,ORD1365,17-04-2025 23:27,credit_card,286.3
