session_id,visit_id,user_id,key,device_id,cookie_id,device,entry_channel,user_country,entry_page,number_of_page_viewed,visit_datetime,sponsored_listing_viewed,banner_viewed,homepage_promo_seen,product_search_view,session_total_cost
S1034,V1079,U1009,new,63a7557f,b3a51514,mobile,social,New Caledonia,blog,10,2025-03-28 11:44:18,1,1,0,1,3.75
S1034,V1080,U1009,returning,b9f554de,49dfcd46,desktop,organic,Gibraltar,home,13,2025-04-09 18:54:49,1,1,0,1,3.75
S1035,V1081,U1009,returning,d767122b,70669025,desktop,social,Norway,landing,14,2025-04-01 06:22:13,0,0,0,1,0.41
S1036,V1082,U1009,returning,6c7900ad,6e258ee2,desktop,paid,Bouvet Island (Bouvetoya),category,10,2025-03-10 08:17:36,1,0,0,1,1.56
S1036,V1083,U1009,returning,ea8150bb,94f51e7e,mobile,paid,Maldives,home,18,2025-05-03 23:19:38,1,0,0,1,1.56
S1037,V1084,U1009,returning,625bbbd3,3236ef90,desktop,organic,Bangladesh,home,20,2025-03-05 06:00:30,0,1,0,0,0.37
S1038,V1085,U1010,returning,61f168ad,28f4dd3a,mobile,email,Syrian Arab Republic,landing,8,2025-03-13 14:23:45,1,0,0,0,1.74
S1038,V1086,U1010,returning,7512dbca,8f1b52d4,mobile,organic,Christmas Island,category,9,2025-05-24 19:23:08,1,0,0,0,1.74
S1039,V1087,U1010,returning,b850b3ca,978dac26,mobile,social,Antigua and Barbuda,category,20,2025-03-20 14:52:41,0,1,1,0,2.11
S1039,V1088,U1010,returning,7d76e6ef,b1a159f2,desktop,email,Botswana,blog,11,2025-04-17 02:59:41,0,1,1,0,2.11
S1040,V1089,U1010,returning,d6d600e4,1d6ada6e,tablet,referral,Congo,product,1,2025-03-10 14:06:45,0,0,0,1,0.39
S1040,V1090,U1010,returning,018ee6c2,32eb8fef,tablet,referral,Antigua and Barbuda,landing,3,2025-04-25 10:33:17,0,0,0,1,0.39
S1041,V1091,U1011,returning,2a51aaa0,78e470db,mobile,paid,Norway,landing,10,2025-05-21 04:43:08,1,0,0,1,0.94
S1041,V1092,U1011,new,9034038f,1f7952f6,tablet,paid,Iceland,category,18,2025-05-03 21:04:03,1,0,0,1,0.94
S1042,V1093,U1011,returning,978d227e,9d0ea690,desktop,organic,Liechtenstein,blog,5,2025-04-21 01:15:09,1,0,1,1,1.4
S1043,V1094,U1011,returning,be56f9b6,b834656a,mobile,organic,Niger,blog,2,2025-05-08 02:10:48,0,0,1,1,1.88
S1043,V1095,U1011,returning,cd38806d,5025fb9a,mobile,email,Namibia,landing,6,2025-03-25 20:22:48,0,0,1,1,1.88
S1043,V1096,U1011,returning,e87db1ec,53faa207,desktop,referral,Australia,product,7,2025-04-05 13:40:00,0,0,1,1,1.88
S1044,V1097,U1012,returning,c59076de,544f678a,mobile,social,Cyprus,category,1,2025-04-28 19:58:27,1,0,0,1,1.53
S1045,V1098,U1012,returning,a7e82d55,7486197e,mobile,email,Saint Barthelemy,blog,4,2025-03-07 21:08:53,0,1,0,0,0.77
S1045,V1099,U1012,returning,94ab119c,c4af412e,tablet,email,American Samoa,blog,1,2025-05-30 07:32:55,0,1,0,0,0.77
S1045,V1100,U1012,returning,bfcc2dc9,d6a80cb2,mobile,organic,Uruguay,blog,10,2025-03-21 06:23:42,0,1,0,0,0.77
S1046,V1101,U1012,returning,e4fbf700,cedaf714,mobile,referral,Palau,home,7,2025-04-17 17:03:28,0,0,1,0,1.48
S1047,V1102,U1012,returning,9bb6b376,11d41aad,mobile,paid,Vanuatu,category,16,2025-05-26 09:18:29,0,0,1,0,0.72
S1047,V1103,U1012,returning,34cc5bb8,95193027,mobile,organic,Syrian Arab Republic,product,19,2025-03-08 18:18:46,0,0,1,0,0.72
S1048,V1104,U1012,returning,92154cfb,ab815a70,mobile,referral,Lao People's Democratic Republic,category,15,2025-05-17 18:30:42,0,0,1,0,1.63
S1048,V1105,U1012,new,ae88a066,8987dd91,tablet,paid,Northern Mariana Islands,product,4,2025-03-06 21:26:30,0,0,1,0,1.63
S1048,V1106,U1012,returning,815ac25e,e1cac7b1,tablet,email,Guyana,home,16,2025-04-24 04:16:50,0,0,1,0,1.63
S1049,V1107,U1013,returning,0fa4d54f,f0a81928,desktop,email,Samoa,landing,17,2025-05-26 10:51:13,1,0,1,1,3.35
S1050,V1108,U1013,returning,deeaf24c,0cc7d735,mobile,social,Israel,home,6,2025-05-19 19:27:38,0,0,0,0,0.0
S1051,V1109,U1013,returning,090a57ef,6fb19693,tablet,email,Heard Island and McDonald Islands,home,7,2025-05-17 02:44:08,0,1,0,1,0.58
S1051,V1110,U1013,returning,3669e2c6,23b04f0b,desktop,organic,Russian Federation,landing,11,2025-03-06 15:50:56,0,1,0,1,0.58
S1052,V1111,U1013,returning,b39742de,7bb57f95,mobile,referral,Swaziland,landing,2,2025-04-29 21:33:31,1,0,1,1,2.28
S1053,V1112,U1014,returning,0305aa4e,35afb950,tablet,paid,Ethiopia,category,10,2025-04-21 08:42:28,0,0,0,1,0.17
S1053,V1113,U1014,returning,e1fa7059,1ae3b23b,mobile,email,Armenia,landing,20,2025-05-11 07:02:37,0,0,0,1,0.17
S1053,V1114,U1014,returning,a0740d06,bb4f2901,tablet,referral,Barbados,blog,15,2025-05-21 00:25:28,0,0,0,1,0.17
S1054,V1115,U1014,returning,a4b06388,ccf64f7c,mobile,email,Gabon,product,17,2025-03-08 13:36:09,1,0,0,1,2.68
S1054,V1116,U1014,returning,e4099197,f22f0b44,tablet,paid,Western Sahara,home,19,2025-03-21 23:05:00,1,0,0,1,2.68
S1054,V1117,U1014,returning,3f90b5b7,aa5b01e3,mobile,referral,Malaysia,landing,1,2025-03-10 10:18:15,1,0,0,1,2.68
S1055,V1118,U1014,returning,2648bba1,c84a0931,desktop,paid,Bolivia,landing,9,2025-05-10 09:46:23,0,0,0,0,0.0
S1056,V1119,U1014,returning,8b2bb6e7,9a3035d7,desktop,referral,Djibouti,landing,8,2025-04-21 14:51:36,1,0,0,1,2.83
S1057,V1120,U1014,returning,dbd74d9a,4018b03e,desktop,referral,Hungary,home,6,2025-03-19 09:28:29,0,0,0,0,0.0
S1057,V1121,U1014,returning,6bbbd3a4,9ebf35d5,tablet,email,Congo,category,3,2025-04-21 02:06:58,0,0,0,0,0.0
S1057,V1122,U1014,returning,314f8a34,f0e3a7f9,mobile,email,Palestinian Territory,landing,16,2025-03-25 03:39:35,0,0,0,0,0.0
S1058,V1123,U1015,returning,46f07e24,c4472592,mobile,paid,Mongolia,landing,20,2025-04-30 17:06:46,0,0,0,1,0.39
S1058,V1124,U1015,returning,fe1d5ef3,3e47e7e3,tablet,referral,Yemen,blog,17,2025-03-18 08:51:44,0,0,0,1,0.39
S1059,V1125,U1015,returning,c2b30421,b5df2fe0,desktop,paid,Micronesia,blog,6,2025-05-12 17:44:57,0,0,1,1,2.04
S1059,V1126,U1015,returning,175e486d,d343d45d,desktop,email,Micronesia,product,7,2025-04-10 07:27:00,0,0,1,1,2.04
S1059,V1127,U1015,returning,6625eb4c,9b567e32,tablet,referral,San Marino,product,13,2025-03-11 05:51:57,0,0,1,1,2.04
S1060,V1128,U1016,returning,16da2912,e25ba731,mobile,email,Seychelles,landing,1,2025-05-02 00:06:08,1,0,0,1,1.56
S1060,V1129,U1016,returning,79f6c771,a0a93f27,mobile,organic,Montserrat,landing,8,2025-04-04 18:06:54,1,0,0,1,1.56
S1061,V1130,U1016,returning,76f4b2c1,6a02ea84,tablet,referral,Peru,landing,11,2025-04-14 12:53:47,0,1,1,1,1.94
S1062,V1131,U1016,returning,f9bf5d96,a4c1bd9e,mobile,email,Reunion,category,15,2025-05-04 14:07:37,0,1,0,1,0.68
S1063,V1132,U1016,returning,6a42614e,630a3a14,tablet,referral,Japan,blog,1,2025-05-25 17:07:44,1,0,1,0,3.27
S1064,V1133,U1016,returning,130f95cc,7fa92cf4,tablet,email,Bosnia and Herzegovina,home,19,2025-03-17 04:41:37,0,1,1,1,2.18
S1065,V1134,U1017,returning,cbb401ee,551d8d4d,desktop,social,Somalia,category,20,2025-03-18 12:21:15,0,0,0,1,0.46
S1065,V1135,U1017,returning,ce90199a,b4c4dc00,tablet,referral,Mayotte,home,5,2025-04-08 23:41:45,0,0,0,1,0.46
S1065,V1136,U1017,returning,a0aaee9e,b01482d6,mobile,paid,Macedonia,home,4,2025-04-02 18:27:43,0,0,0,1,0.46
S1066,V1137,U1017,returning,075444e6,d6577501,desktop,organic,Palestinian Territory,blog,6,2025-03-16 08:34:40,0,0,1,1,2.16
S1066,V1138,U1017,returning,e49415a1,31103e4a,tablet,paid,Marshall Islands,category,4,2025-04-28 05:54:17,0,0,1,1,2.16
S1067,V1139,U1017,returning,5cc45cba,470e6900,mobile,referral,Kenya,landing,15,2025-05-30 15:15:33,0,1,0,1,0.96
S1068,V1140,U1017,returning,4c90db33,b5a72fb8,tablet,email,Guinea,blog,6,2025-05-27 14:56:32,0,0,0,0,0.0
S1069,V1141,U1017,returning,0b21142b,173be8c1,tablet,social,Germany,home,18,2025-04-23 09:46:56,0,0,0,1,0.44
S1069,V1142,U1017,returning,0d1dea9b,fc8e710e,mobile,social,Greece,blog,17,2025-05-22 00:39:09,0,0,0,1,0.44
S1069,V1143,U1017,returning,a4f22297,6c8cb4f0,tablet,social,Holy See (Vatican City State),landing,11,2025-04-10 00:49:46,0,0,0,1,0.44
S1070,V1144,U1018,returning,30635c5a,285c62b8,desktop,organic,Serbia,blog,3,2025-05-01 11:33:29,0,1,0,0,0.45
S1070,V1145,U1018,returning,4b0e212f,a613cc3f,mobile,social,Jersey,home,4,2025-05-20 05:04:50,0,1,0,0,0.45
S1071,V1146,U1018,returning,eac2cf36,ee9374bd,desktop,social,Saint Kitts and Nevis,category,20,2025-04-01 09:41:42,0,0,0,0,0.0
S1071,V1147,U1018,returning,bc74ada4,7612ecab,desktop,organic,Netherlands,blog,8,2025-03-24 08:55:27,0,0,0,0,0.0
S1071,V1148,U1018,returning,831441b7,7d8f1169,tablet,paid,Monaco,landing,2,2025-04-22 23:24:04,0,0,0,0,0.0
S1072,V1149,U1018,returning,c5b7e3f7,b722e513,desktop,referral,Croatia,product,6,2025-04-06 09:57:37,0,0,0,1,0.3
S1072,V1150,U1018,returning,e390c661,3caf9e36,mobile,email,Seychelles,blog,4,2025-04-23 10:08:56,0,0,0,1,0.3
S1073,V1151,U1018,returning,55378c86,824d1996,tablet,social,Vanuatu,landing,7,2025-05-12 06:59:35,0,0,0,1,0.25
S1073,V1152,U1018,returning,05388ec7,6b43d790,desktop,email,Equatorial Guinea,blog,8,2025-04-04 22:52:50,0,0,0,1,0.25
S1073,V1153,U1018,returning,bd3095f1,8bcc936c,mobile,email,Korea,blog,6,2025-04-13 10:45:00,0,0,0,1,0.25
S1074,V1154,U1019,returning,ff1311e7,9dc08452,mobile,email,Indonesia,landing,16,2025-03-01 00:27:21,0,0,1,0,1.93
S1074,V1155,U1019,returning,d4207e54,18fd9a69,mobile,paid,Saint Kitts and Nevis,blog,1,2025-03-04 08:46:13,0,0,1,0,1.93
S1074,V1156,U1019,returning,4a605087,77b28ec6,desktop,referral,Finland,product,1,2025-04-27 20:13:40,0,0,1,0,1.93
S1075,V1157,U1019,returning,4c824a5a,79a08fc8,mobile,paid,Andorra,landing,13,2025-04-20 06:07:02,0,0,0,1,0.12
S1075,V1158,U1019,returning,ba25986a,ef0cf9c7,mobile,email,Burkina Faso,blog,11,2025-05-26 10:36:23,0,0,0,1,0.12
S1075,V1159,U1019,new,0cbe8db5,175fbbe7,mobile,paid,Gabon,product,5,2025-03-01 15:18:23,0,0,0,1,0.12
S1076,V1160,U1019,returning,2f7f0a06,f8fc296d,tablet,organic,French Southern Territories,landing,13,2025-03-22 13:02:00,1,0,1,1,2.94
S1076,V1161,U1019,returning,01f1d2ef,c189e8b2,desktop,email,Croatia,blog,12,2025-05-23 01:58:23,1,0,1,1,2.94
S1076,V1162,U1019,returning,1297522e,94d1d2ef,tablet,organic,Germany,blog,9,2025-03-03 02:34:04,1,0,1,1,2.94
S1077,V1163,U1019,returning,cb5f4b12,b9a122bc,mobile,social,Sierra Leone,category,12,2025-05-19 19:15:31,1,0,0,0,1.07
S1078,V1164,U1020,new,8ef7ee60,5129cacd,desktop,social,Western Sahara,product,20,2025-05-06 23:09:43,0,1,0,1,0.46
S1078,V1165,U1020,returning,1208bfd1,4b864d3b,desktop,organic,Swaziland,blog,2,2025-03-27 19:01:36,0,1,0,1,0.46
S1078,V1166,U1020,returning,f5c2f721,cec29d24,tablet,referral,Uruguay,category,4,2025-04-23 18:07:43,0,1,0,1,0.46
S1079,V1167,U1020,returning,6e7b0c4e,d43a5967,tablet,referral,Madagascar,category,12,2025-04-24 00:19:36,1,1,0,1,2.57
S1079,V1168,U1020,returning,d2f63047,40879802,mobile,paid,Montenegro,home,16,2025-05-29 21:33:20,1,1,0,1,2.57
S1079,V1169,U1020,returning,5be1b5c3,c47b58e9,mobile,email,Montenegro,landing,5,2025-03-16 00:30:41,1,1,0,1,2.57
S1080,V1170,U1020,returning,2717dcfb,4558d9e4,mobile,email,Bhutan,blog,13,2025-03-04 15:55:55,0,0,1,1,1.87
S1080,V1171,U1020,returning,7cc3e5fd,9b1ee03d,desktop,email,Kuwait,landing,20,2025-04-04 12:44:16,0,0,1,1,1.87
S1081,V1172,U1021,returning,aa7389da,148b3b46,mobile,organic,Cape Verde,blog,8,2025-03-14 10:30:52,0,1,0,0,0.74
S1081,V1173,U1021,returning,b1790f5e,2c34ede1,desktop,referral,Estonia,landing,7,2025-04-05 15:21:54,0,1,0,0,0.74
S1082,V1174,U1021,returning,ad59a0ed,d6d3917c,mobile,social,Tuvalu,category,15,2025-04-26 12:31:16,0,0,0,1,0.35
S1082,V1175,U1021,returning,15d9566a,d805674c,mobile,email,Egypt,landing,2,2025-03-23 14:54:56,0,0,0,1,0.35
S1083,V1176,U1021,returning,ef3cee10,e7bc58cd,mobile,organic,Equatorial Guinea,category,14,2025-05-18 17:56:23,0,0,0,1,0.13
S1083,V1177,U1021,returning,493fea27,298c82f5,desktop,social,French Southern Territories,home,7,2025-03-09 22:09:16,0,0,0,1,0.13
S1084,V1178,U1021,returning,9366e10c,4cad67dc,tablet,social,Montenegro,landing,5,2025-04-08 19:35:50,0,0,1,1,1.76
S1085,V1179,U1021,returning,c9c9a471,9980919f,mobile,referral,Mongolia,product,18,2025-05-29 02:49:10,0,0,0,0,0.0
S1085,V1180,U1021,returning,8409ed24,a7726aa6,tablet,email,Cuba,landing,19,2025-05-11 06:57:49,0,0,0,0,0.0
S1086,V1181,U1022,returning,fbbbe9dd,737b6f8f,tablet,social,Belarus,product,7,2025-05-10 06:03:53,0,0,1,0,1.83
S1086,V1182,U1022,returning,6a1a1d3f,b27739b0,mobile,referral,Greece,landing,10,2025-05-16 23:36:02,0,0,1,0,1.83
S1086,V1183,U1022,new,42416470,7e92e007,mobile,email,Liberia,home,9,2025-03-17 18:53:31,0,0,1,0,1.83
S1087,V1184,U1022,returning,9e68e9e1,7bb5b504,mobile,referral,Libyan Arab Jamahiriya,product,19,2025-05-20 04:01:57,0,0,1,1,1.15
S1087,V1185,U1022,returning,3ba18753,d0b4a619,mobile,social,United Arab Emirates,home,4,2025-05-06 22:52:22,0,0,1,1,1.15
S1087,V1186,U1022,returning,f049e4cf,633b35ba,desktop,social,Reunion,landing,6,2025-04-25 22:43:08,0,0,1,1,1.15
S1088,V1187,U1022,returning,522f970c,ff5343f3,desktop,organic,Svalbard & Jan Mayen Islands,landing,14,2025-05-28 02:59:27,0,1,1,0,0.85
S1088,V1188,U1022,returning,24a05cbd,e592c4fb,tablet,referral,Bhutan,product,13,2025-04-27 18:59:21,0,1,1,0,0.85
S1089,V1189,U1023,returning,1115ae51,2ba02d14,desktop,paid,Norway,landing,1,2025-03-30 03:58:01,0,0,1,1,0.9
S1089,V1190,U1023,returning,2fe8b9dd,206c5dca,mobile,paid,Argentina,home,4,2025-05-10 22:51:45,0,0,1,1,0.9
S1090,V1191,U1023,returning,07b2c2ea,666d3ee6,desktop,referral,Sri Lanka,landing,16,2025-04-25 22:50:18,0,0,0,1,0.15
S1091,V1192,U1023,returning,e6ea3c2a,c9d9ce07,mobile,paid,Hong Kong,product,7,2025-03-08 14:51:56,0,0,0,0,0.0
S1091,V1193,U1023,returning,31e6a9e1,38261e45,tablet,social,Slovakia (Slovak Republic),home,8,2025-03-06 10:18:33,0,0,0,0,0.0
