transaction_id,order_id,product_id,quantity,total_product_price,Unit_price,return_stat,return_date
TX1022,ORD1022,P1142,1,115.49,115.49,Not Returned,
TX1023,ORD1023,P1641,3,1167.9,389.3,Not Returned,
TX1024,ORD1024,P1175,1,109.57,109.57,Not Returned,
TX1024,ORD1024,P1540,3,216.15,72.05,Not Returned,
TX1024,ORD1024,P1484,3,274.95,91.65,Not Returned,
TX1025,ORD1025,P1717,2,94.58,47.29,Not Returned,
TX1026,ORD1026,P1822,3,306.3,102.1,Not Returned,
TX1026,ORD1026,P1874,1,78.01,78.01,Not Returned,
TX1026,ORD1026,P1705,1,40.74,40.74,Not Returned,
TX1027,ORD1027,P1402,2,86.14,43.07,Returned,16-04-2025 22:33
TX1027,ORD1027,P1961,1,31.14,31.14,Not Returned,
TX1027,ORD1027,P1404,1,18.73,18.73,Not Returned,
TX1028,ORD1028,P1983,2,53.18,26.59,Returned,14-03-2025 06:57
TX1029,ORD1029,P1829,2,51.84,25.92,Not Returned,
TX1030,ORD1030,P1089,2,284.2,142.1,Not Returned,
TX1031,ORD1031,P1775,1,79.61,79.61,Not Returned,
TX1031,ORD1031,P1671,2,42.78,21.39,Not Returned,
TX1031,ORD1031,P1211,3,42.81,14.27,Not Returned,
TX1032,ORD1032,P1568,1,84.9,84.9,Not Returned,
TX1032,ORD1032,P1298,1,128.59,128.59,Not Returned,
TX1033,ORD1033,P1983,2,53.18,26.59,Returned,18-04-2025 16:07
TX1033,ORD1033,P1359,2,129.52,64.76,Not Returned,
TX1033,ORD1033,P1723,1,66.83,66.83,Not Returned,
TX1034,ORD1034,P1191,1,11.76,11.76,Not Returned,
TX1034,ORD1034,P1412,1,204.45,204.45,Not Returned,
TX1034,ORD1034,P1276,2,65.98,32.99,Not Returned,
TX1035,ORD1035,P1937,1,314.36,314.36,Not Returned,
TX1036,ORD1036,P1431,1,29.56,29.56,Not Returned,
TX1036,ORD1036,P1270,2,57.6,28.8,Returned,6/5/2025 3:12
TX1036,ORD1036,P1405,2,177.12,88.56,Not Returned,
TX1037,ORD1037,P1739,3,564.18,188.06,Not Returned,
TX1037,ORD1037,P1829,1,25.92,25.92,Not Returned,
TX1038,ORD1038,P1891,2,58.72,29.36,Not Returned,
TX1038,ORD1038,P1535,1,31.25,31.25,Not Returned,
TX1038,ORD1038,P1441,1,91.77,91.77,Not Returned,
TX1039,ORD1039,P1725,2,26.84,13.42,Not Returned,
TX1039,ORD1039,P1499,3,133.41,44.47,Not Returned,
TX1040,ORD1040,P1188,1,96.92,96.92,Returned,8/5/2025 3:07
TX1040,ORD1040,P1083,2,206.16,103.08,Not Returned,
TX1041,ORD1041,P1078,2,115.58,57.79,Not Returned,
TX1042,ORD1042,P1573,1,75.37,75.37,Not Returned,
TX1043,ORD1043,P1524,1,106.44,106.44,Not Returned,
TX1043,ORD1043,P1718,1,65.55,65.55,Not Returned,
TX1043,ORD1043,P1510,2,25.76,12.88,Not Returned,
TX1044,ORD1044,P1976,3,108.33,36.11,Not Returned,
TX1045,ORD1045,P1515,2,57.76,28.88,Not Returned,
TX1045,ORD1045,P1292,1,116.41,116.41,Not Returned,
TX1046,ORD1046,P1634,3,329.04,109.68,Not Returned,
TX1046,ORD1046,P1728,3,88.08,29.36,Not Returned,
TX1046,ORD1046,P1392,2,88.6,44.3,Not Returned,
TX1047,ORD1047,P1250,3,492.9,164.3,Not Returned,
TX1048,ORD1048,P1874,3,234.03,78.01,Not Returned,
TX1049,ORD1049,P1921,3,44.28,14.76,Not Returned,
TX1049,ORD1049,P1040,2,174.56,87.28,Not Returned,
TX1050,ORD1050,P1215,1,139.72,139.72,Not Returned,
TX1050,ORD1050,P1982,3,9.27,3.09,Returned,27-04-2025 22:52
TX1050,ORD1050,P1019,1,322.52,322.52,Not Returned,
TX1051,ORD1051,P1139,3,292.95,97.65,Not Returned,
TX1052,ORD1052,P1001,2,231.48,115.74,Not Returned,
TX1053,ORD1053,P1093,2,630.24,315.12,Not Returned,
TX1054,ORD1054,P1332,3,1491.69,497.23,Returned,13-03-2025 04:50
TX1054,ORD1054,P1035,3,188.82,62.94,Not Returned,
TX1054,ORD1054,P1994,1,12.36,12.36,Not Returned,
TX1055,ORD1055,P1121,2,122.52,61.26,Not Returned,
TX1056,ORD1056,P1287,2,950.68,475.34,Not Returned,
TX1056,ORD1056,P1776,1,33,33,Not Returned,
TX1056,ORD1056,P1088,2,896.58,448.29,Not Returned,
TX1057,ORD1057,P1353,2,114.62,57.31,Returned,5/5/2025 11:31
TX1058,ORD1058,P1874,2,156.02,78.01,Not Returned,
TX1059,ORD1059,P1849,2,230.98,115.49,Not Returned,
TX1059,ORD1059,P1890,3,536.1,178.7,Not Returned,
TX1060,ORD1060,P1214,1,2.25,2.25,Not Returned,
TX1060,ORD1060,P1101,1,493.53,493.53,Not Returned,
TX1061,ORD1061,P1884,2,175.74,87.87,Not Returned,
TX1062,ORD1062,P1008,2,56.04,28.02,Not Returned,
TX1062,ORD1062,P1042,1,22.95,22.95,Not Returned,
TX1063,ORD1063,P1010,2,436.24,218.12,Not Returned,
TX1063,ORD1063,P1685,1,119.79,119.79,Not Returned,
TX1063,ORD1063,P1656,3,178.35,59.45,Not Returned,
TX1064,ORD1064,P1117,3,40.44,13.48,Not Returned,
TX1064,ORD1064,P1816,1,90.5,90.5,Not Returned,
TX1065,ORD1065,P1661,2,53.5,26.75,Returned,18-05-2025 15:50
TX1065,ORD1065,P1664,2,168.92,84.46,Returned,13-05-2025 15:50
TX1066,ORD1066,P1162,2,179.38,89.69,Not Returned,
TX1067,ORD1067,P1148,1,14.95,14.95,Not Returned,
TX1067,ORD1067,P1632,1,77.89,77.89,Not Returned,
TX1067,ORD1067,P1377,1,104.74,104.74,Not Returned,
TX1068,ORD1068,P1746,1,113.13,113.13,Not Returned,
TX1068,ORD1068,P1995,3,226.8,75.6,Not Returned,
TX1068,ORD1068,P1315,2,187.44,93.72,Not Returned,
TX1069,ORD1069,P1345,2,268.84,134.42,Not Returned,
TX1070,ORD1070,P1811,3,145.92,48.64,Not Returned,
TX1070,ORD1070,P1139,1,97.65,97.65,Not Returned,
TX1070,ORD1070,P1176,3,147.63,49.21,Not Returned,
TX1071,ORD1071,P1713,2,7.84,3.92,Not Returned,
TX1072,ORD1072,P1093,3,945.36,315.12,Not Returned,
TX1073,ORD1073,P1128,2,20.72,10.36,Not Returned,
TX1074,ORD1074,P1424,3,432.57,144.19,Not Returned,
TX1074,ORD1074,P1072,3,294.84,98.28,Not Returned,
TX1074,ORD1074,P1369,2,99.16,49.58,Not Returned,
TX1075,ORD1075,P1078,1,57.79,57.79,Not Returned,
TX1075,ORD1075,P1288,2,660.06,330.03,Not Returned,
TX1075,ORD1075,P1102,3,151.44,50.48,Not Returned,
TX1076,ORD1076,P1361,3,184.26,61.42,Returned,20-05-2025 04:04
TX1076,ORD1076,P1630,2,201.78,100.89,Not Returned,
TX1077,ORD1077,P1274,2,191.98,95.99,Not Returned,
TX1078,ORD1078,P1367,3,314.1,104.7,Not Returned,
TX1078,ORD1078,P1696,3,289.23,96.41,Not Returned,
TX1079,ORD1079,P1307,1,51.4,51.4,Returned,16-03-2025 00:20
TX1079,ORD1079,P1511,1,330.86,330.86,Returned,21-03-2025 00:20
TX1079,ORD1079,P1106,3,253.98,84.66,Not Returned,
TX1080,ORD1080,P1512,2,172.38,86.19,Not Returned,
TX1081,ORD1081,P1505,3,131.58,43.86,Not Returned,
TX1081,ORD1081,P1124,2,16.16,8.08,Not Returned,
TX1082,ORD1082,P1668,1,447.66,447.66,Not Returned,
TX1083,ORD1083,P1694,3,10.56,3.52,Not Returned,
TX1083,ORD1083,P1962,1,41.85,41.85,Not Returned,
TX1083,ORD1083,P1103,1,321.59,321.59,Not Returned,
TX1084,ORD1084,P1495,2,52.52,26.26,Not Returned,
TX1084,ORD1084,P1440,3,48.33,16.11,Not Returned,
TX1085,ORD1085,P1138,3,30.72,10.24,Not Returned,
TX1086,ORD1086,P1305,3,30.12,10.04,Not Returned,
TX1087,ORD1087,P1774,3,97.68,32.56,Not Returned,
TX1088,ORD1088,P1325,1,171.9,171.9,Not Returned,
TX1088,ORD1088,P1243,2,55.3,27.65,Not Returned,
TX1088,ORD1088,P1271,2,95.62,47.81,Returned,9/4/2025 13:44
TX1089,ORD1089,P1558,3,1288.26,429.42,Not Returned,
TX1089,ORD1089,P1398,3,353.46,117.82,Not Returned,
TX1090,ORD1090,P1629,3,11.64,3.88,Not Returned,
TX1090,ORD1090,P1530,3,234.36,78.12,Not Returned,
TX1091,ORD1091,P1088,1,448.29,448.29,Not Returned,
TX1091,ORD1091,P1087,1,80.28,80.28,Not Returned,
TX1092,ORD1092,P1721,2,258.28,129.14,Not Returned,
TX1093,ORD1093,P1448,1,55.05,55.05,Returned,26-04-2025 17:13
TX1094,ORD1094,P1511,2,661.72,330.86,Not Returned,
TX1094,ORD1094,P1682,2,404.76,202.38,Not Returned,
TX1095,ORD1095,P1799,1,55.64,55.64,Not Returned,
TX1095,ORD1095,P1065,3,283.65,94.55,Not Returned,
TX1096,ORD1096,P1927,1,38.83,38.83,Not Returned,
TX1096,ORD1096,P1436,2,263.9,131.95,Not Returned,
TX1097,ORD1097,P1482,3,191.58,63.86,Not Returned,
TX1098,ORD1098,P1312,1,111.39,111.39,Not Returned,
TX1098,ORD1098,P1153,3,1042.59,347.53,Not Returned,
TX1098,ORD1098,P1969,3,154.14,51.38,Not Returned,
TX1099,ORD1099,P1026,1,74.02,74.02,Not Returned,
TX1099,ORD1099,P1219,1,38.62,38.62,Not Returned,
TX1099,ORD1099,P1425,1,291.7,291.7,Not Returned,
TX1100,ORD1100,P1982,1,3.09,3.09,Not Returned,
TX1101,ORD1101,P1136,1,50.46,50.46,Not Returned,
TX1101,ORD1101,P1539,2,389.42,194.71,Returned,14-03-2025 16:41
TX1102,ORD1102,P1917,1,14.17,14.17,Not Returned,
TX1102,ORD1102,P1671,2,42.78,21.39,Not Returned,
TX1103,ORD1103,P1271,1,47.81,47.81,Not Returned,
TX1104,ORD1104,P1059,3,14.22,4.74,Not Returned,
TX1104,ORD1104,P1299,2,33.18,16.59,Not Returned,
TX1104,ORD1104,P1243,1,27.65,27.65,Returned,21-04-2025 06:01
TX1105,ORD1105,P1375,3,432,144,Returned,2/4/2025 11:10
TX1105,ORD1105,P1143,2,159.4,79.7,Not Returned,
TX1105,ORD1105,P1339,2,388.36,194.18,Not Returned,
TX1106,ORD1106,P1232,2,124.4,62.2,Not Returned,
TX1107,ORD1107,P1203,2,51.7,25.85,Not Returned,
TX1107,ORD1107,P1392,3,132.9,44.3,Not Returned,
TX1107,ORD1107,P1829,2,51.84,25.92,Returned,26-04-2025 14:34
TX1108,ORD1108,P1561,1,2.03,2.03,Not Returned,
TX1108,ORD1108,P1136,1,50.46,50.46,Not Returned,
TX1109,ORD1109,P1504,1,22.28,22.28,Not Returned,
TX1109,ORD1109,P1198,1,214.48,214.48,Not Returned,
TX1109,ORD1109,P1554,2,176.84,88.42,Not Returned,
TX1110,ORD1110,P1678,3,109.2,36.4,Not Returned,
TX1110,ORD1110,P1829,2,51.84,25.92,Not Returned,
TX1110,ORD1110,P1097,2,204.9,102.45,Not Returned,
TX1111,ORD1111,P1255,3,163.35,54.45,Not Returned,
TX1111,ORD1111,P1807,3,63.63,21.21,Not Returned,
TX1112,ORD1112,P1390,3,371.55,123.85,Not Returned,
TX1112,ORD1112,P1399,2,130.34,65.17,Not Returned,
TX1112,ORD1112,P1205,2,235.36,117.68,Not Returned,
TX1113,ORD1113,P1387,1,30.5,30.5,Not Returned,
TX1113,ORD1113,P1693,1,47.07,47.07,Not Returned,
TX1113,ORD1113,P1213,2,227.34,113.67,Not Returned,
TX1114,ORD1114,P1362,2,154.12,77.06,Not Returned,
TX1114,ORD1114,P1243,3,82.95,27.65,Not Returned,
TX1114,ORD1114,P1918,3,209.55,69.85,Not Returned,
TX1115,ORD1115,P1330,3,871.83,290.61,Not Returned,
TX1116,ORD1116,P1762,1,459.89,459.89,Not Returned,
TX1116,ORD1116,P1591,3,161.37,53.79,Not Returned,
TX1116,ORD1116,P1213,1,113.67,113.67,Not Returned,
TX1117,ORD1117,P1014,3,192.9,64.3,Not Returned,
TX1117,ORD1117,P1982,2,6.18,3.09,Not Returned,
TX1117,ORD1117,P1908,3,347.7,115.9,Not Returned,
TX1118,ORD1118,P1485,1,90.72,90.72,Not Returned,
TX1118,ORD1118,P1531,2,58.42,29.21,Not Returned,
TX1118,ORD1118,P1916,2,441.12,220.56,Not Returned,
TX1119,ORD1119,P1877,1,256.56,256.56,Not Returned,
TX1119,ORD1119,P1832,3,433.92,144.64,Not Returned,
TX1120,ORD1120,P1658,3,1437.27,479.09,Not Returned,
TX1120,ORD1120,P1502,3,1363.77,454.59,Returned,14-05-2025 10:13
TX1121,ORD1121,P1033,2,56.12,28.06,Not Returned,
TX1121,ORD1121,P1151,3,163.14,54.38,Not Returned,
TX1121,ORD1121,P1361,3,184.26,61.42,Returned,25-05-2025 20:34
TX1122,ORD1122,P1511,3,992.58,330.86,Not Returned,
TX1123,ORD1123,P1337,1,169.58,169.58,Not Returned,
TX1124,ORD1124,P1072,3,294.84,98.28,Not Returned,
TX1124,ORD1124,P1753,1,68.94,68.94,Not Returned,
TX1125,ORD1125,P1272,1,33.38,33.38,Not Returned,
TX1125,ORD1125,P1992,1,95.66,95.66,Not Returned,
TX1126,ORD1126,P1442,3,191.94,63.98,Not Returned,
TX1127,ORD1127,P1206,2,74.54,37.27,Not Returned,
TX1127,ORD1127,P1658,2,958.18,479.09,Not Returned,
TX1128,ORD1128,P1282,3,422.7,140.9,Not Returned,
TX1129,ORD1129,P1253,2,340.08,170.04,Not Returned,
TX1130,ORD1130,P1425,1,291.7,291.7,Not Returned,
TX1130,ORD1130,P1530,2,156.24,78.12,Not Returned,
TX1131,ORD1131,P1488,2,197.76,98.88,Not Returned,
TX1131,ORD1131,P1551,1,183.4,183.4,Not Returned,
TX1132,ORD1132,P1995,1,75.6,75.6,Not Returned,
TX1132,ORD1132,P1249,3,1487.28,495.76,Returned,6/6/2025 17:36
TX1133,ORD1133,P1528,3,308.04,102.68,Not Returned,
TX1133,ORD1133,P1959,3,144.6,48.2,Not Returned,
TX1134,ORD1134,P1958,3,206.22,68.74,Not Returned,
TX1135,ORD1135,P1660,3,953.67,317.89,Not Returned,
TX1136,ORD1136,P1376,3,620.07,206.69,Not Returned,
TX1137,ORD1137,P1058,3,114.84,38.28,Not Returned,
TX1138,ORD1138,P1172,1,92.1,92.1,Not Returned,
TX1138,ORD1138,P1870,2,170.32,85.16,Not Returned,
TX1139,ORD1139,P1302,1,112.9,112.9,Not Returned,
TX1139,ORD1139,P1045,3,223.02,74.34,Not Returned,
TX1140,ORD1140,P1333,2,118.42,59.21,Not Returned,
TX1140,ORD1140,P1136,3,151.38,50.46,Not Returned,
TX1141,ORD1141,P1177,1,116.69,116.69,Not Returned,
TX1141,ORD1141,P1727,2,66.76,33.38,Not Returned,
TX1142,ORD1142,P1370,1,55.45,55.45,Not Returned,
TX1143,ORD1143,P1684,3,136.23,45.41,Not Returned,
TX1143,ORD1143,P1307,1,51.4,51.4,Returned,20-05-2025 20:59
TX1144,ORD1144,P1688,2,57.54,28.77,Not Returned,
TX1144,ORD1144,P1469,3,81.69,27.23,Not Returned,
TX1145,ORD1145,P1074,2,383.86,191.93,Not Returned,
TX1145,ORD1145,P1087,1,80.28,80.28,Returned,21-05-2025 15:13
TX1146,ORD1146,P1790,2,123.62,61.81,Not Returned,
TX1147,ORD1147,P1157,1,63.41,63.41,Not Returned,
TX1147,ORD1147,P1736,3,811.08,270.36,Not Returned,
TX1147,ORD1147,P1331,2,313.36,156.68,Returned,22-05-2025 20:13
TX1148,ORD1148,P1329,2,380.96,190.48,Not Returned,
TX1149,ORD1149,P1684,3,136.23,45.41,Returned,2/6/2025 6:32
TX1149,ORD1149,P1543,2,212.96,106.48,Not Returned,
TX1149,ORD1149,P1988,3,709.89,236.63,Not Returned,
TX1150,ORD1150,P1915,3,430.98,143.66,Not Returned,
TX1151,ORD1151,P1271,2,95.62,47.81,Not Returned,
TX1152,ORD1152,P1142,3,346.47,115.49,Returned,9/5/2025 5:05
TX1153,ORD1153,P1506,1,379.64,379.64,Not Returned,
TX1153,ORD1153,P1788,1,135.16,135.16,Not Returned,
TX1154,ORD1154,P1556,1,98.17,98.17,Not Returned,
TX1154,ORD1154,P1230,2,416.28,208.14,Not Returned,
TX1155,ORD1155,P1786,3,69.9,23.3,Not Returned,
TX1155,ORD1155,P1130,2,8.6,4.3,Not Returned,
TX1155,ORD1155,P1364,2,846.54,423.27,Not Returned,
TX1156,ORD1156,P1762,1,459.89,459.89,Not Returned,
TX1157,ORD1157,P1536,1,82.51,82.51,Not Returned,
TX1157,ORD1157,P1601,1,35.84,35.84,Not Returned,
TX1158,ORD1158,P1556,1,98.17,98.17,Not Returned,
TX1158,ORD1158,P1409,1,62.75,62.75,Not Returned,
TX1159,ORD1159,P1319,1,16.09,16.09,Not Returned,
TX1159,ORD1159,P1475,1,55.64,55.64,Not Returned,
TX1159,ORD1159,P1070,1,116.96,116.96,Not Returned,
TX1160,ORD1160,P1274,1,95.99,95.99,Returned,23-05-2025 11:59
TX1161,ORD1161,P1916,2,441.12,220.56,Returned,4/4/2025 14:39
TX1161,ORD1161,P1846,3,39.87,13.29,Not Returned,
TX1162,ORD1162,P1433,1,92.83,92.83,Not Returned,
TX1162,ORD1162,P1523,2,80.48,40.24,Not Returned,
TX1162,ORD1162,P1879,3,881.88,293.96,Not Returned,
TX1163,ORD1163,P1508,2,703.6,351.8,Not Returned,
TX1164,ORD1164,P1963,1,71.93,71.93,Not Returned,
TX1164,ORD1164,P1521,1,221.03,221.03,Not Returned,
TX1164,ORD1164,P1317,2,60.28,30.14,Not Returned,
TX1165,ORD1165,P1844,3,104.79,34.93,Not Returned,
TX1165,ORD1165,P1428,2,22.52,11.26,Not Returned,
TX1165,ORD1165,P1678,3,109.2,36.4,Not Returned,
TX1166,ORD1166,P1869,1,13.54,13.54,Not Returned,
TX1166,ORD1166,P1847,2,75,37.5,Not Returned,
TX1167,ORD1167,P1580,2,159.88,79.94,Not Returned,
TX1167,ORD1167,P1735,3,184.89,61.63,Not Returned,
TX1168,ORD1168,P1607,3,548.07,182.69,Not Returned,
TX1169,ORD1169,P1974,2,120.84,60.42,Returned,29-03-2025 21:07
TX1170,ORD1170,P1895,1,110.03,110.03,Not Returned,
TX1171,ORD1171,P1572,2,79.04,39.52,Not Returned,
TX1172,ORD1172,P1168,2,109.58,54.79,Not Returned,
TX1172,ORD1172,P1517,3,270.33,90.11,Not Returned,
TX1172,ORD1172,P1752,1,37.16,37.16,Not Returned,
TX1173,ORD1173,P1374,2,117.9,58.95,Not Returned,
TX1173,ORD1173,P1355,3,1285.86,428.62,Not Returned,
TX1174,ORD1174,P1524,3,319.32,106.44,Not Returned,
TX1175,ORD1175,P1735,2,123.26,61.63,Not Returned,
TX1175,ORD1175,P1053,2,287.04,143.52,Not Returned,
TX1176,ORD1176,P1650,2,221.32,110.66,Returned,28-05-2025 04:04
TX1176,ORD1176,P1325,2,343.8,171.9,Returned,28-05-2025 04:04
TX1176,ORD1176,P1502,1,454.59,454.59,Not Returned,
TX1177,ORD1177,P1555,1,122.95,122.95,Not Returned,
TX1178,ORD1178,P1856,1,300.7,300.7,Not Returned,
TX1178,ORD1178,P1097,3,307.35,102.45,Not Returned,
TX1178,ORD1178,P1811,3,145.92,48.64,Not Returned,
TX1179,ORD1179,P1553,1,16.48,16.48,Not Returned,
TX1180,ORD1180,P1170,1,45.25,45.25,Returned,9/3/2025 16:10
TX1180,ORD1180,P1402,2,86.14,43.07,Not Returned,
TX1181,ORD1181,P1786,2,46.6,23.3,Not Returned,
TX1181,ORD1181,P1186,1,390.02,390.02,Not Returned,
TX1181,ORD1181,P1103,3,964.77,321.59,Not Returned,
TX1182,ORD1182,P1569,1,115.78,115.78,Returned,28-03-2025 13:26
TX1182,ORD1182,P1947,1,12.07,12.07,Not Returned,
TX1183,ORD1183,P1987,1,29.08,29.08,Not Returned,
TX1183,ORD1183,P1003,2,194.84,97.42,Returned,9/4/2025 10:35
TX1184,ORD1184,P1993,1,43.67,43.67,Not Returned,
TX1184,ORD1184,P1094,3,222.9,74.3,Not Returned,
TX1184,ORD1184,P1449,3,145.11,48.37,Not Returned,
TX1185,ORD1185,P1447,1,434.81,434.81,Not Returned,
TX1185,ORD1185,P1484,2,183.3,91.65,Not Returned,
TX1186,ORD1186,P1996,1,188.47,188.47,Not Returned,
TX1186,ORD1186,P1952,2,90.32,45.16,Not Returned,
TX1186,ORD1186,P1807,1,21.21,21.21,Not Returned,
TX1187,ORD1187,P1547,3,91.68,30.56,Not Returned,
TX1187,ORD1187,P1167,2,17.16,8.58,Not Returned,
TX1188,ORD1188,P1514,1,125.45,125.45,Not Returned,
TX1188,ORD1188,P1010,1,218.12,218.12,Not Returned,
TX1189,ORD1189,P1812,1,19,19,Returned,17-04-2025 07:26
TX1190,ORD1190,P1630,2,201.78,100.89,Returned,22-04-2025 18:06
TX1190,ORD1190,P1789,3,414.24,138.08,Not Returned,
TX1190,ORD1190,P1216,1,75.13,75.13,Not Returned,
TX1191,ORD1191,P1722,1,64.13,64.13,Returned,18-03-2025 09:03
TX1191,ORD1191,P1615,2,23.62,11.81,Not Returned,
TX1192,ORD1192,P1694,2,7.04,3.52,Not Returned,
TX1193,ORD1193,P1673,3,75.03,25.01,Not Returned,
TX1193,ORD1193,P1262,1,315.52,315.52,Not Returned,
TX1194,ORD1194,P1759,3,185.49,61.83,Not Returned,
TX1194,ORD1194,P1700,2,41.42,20.71,Not Returned,
TX1195,ORD1195,P1088,2,896.58,448.29,Not Returned,
TX1195,ORD1195,P1851,2,61.52,30.76,Not Returned,
TX1196,ORD1196,P1596,2,7.2,3.6,Returned,23-03-2025 05:18
TX1196,ORD1196,P1182,1,13.04,13.04,Not Returned,
TX1196,ORD1196,P1105,2,433.56,216.78,Not Returned,
TX1197,ORD1197,P1804,3,372.84,124.28,Not Returned,
TX1197,ORD1197,P1738,3,61.2,20.4,Not Returned,
TX1198,ORD1198,P1759,3,185.49,61.83,Not Returned,
TX1198,ORD1198,P1947,2,24.14,12.07,Not Returned,
TX1198,ORD1198,P1108,2,132.64,66.32,Not Returned,
TX1199,ORD1199,P1492,3,383.61,127.87,Not Returned,
TX1199,ORD1199,P1959,2,96.4,48.2,Not Returned,
TX1199,ORD1199,P1525,3,64.98,21.66,Not Returned,
TX1200,ORD1200,P1493,1,122.96,122.96,Not Returned,
TX1200,ORD1200,P1282,1,140.9,140.9,Returned,6/4/2025 23:30
TX1200,ORD1200,P1684,3,136.23,45.41,Not Returned,
TX1201,ORD1201,P1983,1,26.59,26.59,Returned,2/6/2025 22:46
TX1201,ORD1201,P1210,2,261.6,130.8,Returned,2/6/2025 22:46
TX1201,ORD1201,P1376,2,413.38,206.69,Not Returned,
TX1202,ORD1202,P1264,3,596.97,198.99,Not Returned,
TX1202,ORD1202,P1829,2,51.84,25.92,Returned,23-04-2025 15:23
TX1202,ORD1202,P1261,3,900.51,300.17,Not Returned,
TX1203,ORD1203,P1024,2,261.1,130.55,Not Returned,
TX1203,ORD1203,P1324,3,160.56,53.52,Not Returned,
TX1203,ORD1203,P1244,2,87.86,43.93,Not Returned,
TX1204,ORD1204,P1353,2,114.62,57.31,Not Returned,
TX1205,ORD1205,P1537,3,128.28,42.76,Not Returned,
TX1206,ORD1206,P1737,1,148.31,148.31,Not Returned,
TX1206,ORD1206,P1772,2,117.3,58.65,Not Returned,
TX1206,ORD1206,P1300,1,10.72,10.72,Not Returned,
TX1207,ORD1207,P1556,1,98.17,98.17,Not Returned,
TX1208,ORD1208,P1354,2,306.38,153.19,Not Returned,
TX1208,ORD1208,P1631,3,247.89,82.63,Returned,15-05-2025 05:57
TX1208,ORD1208,P1947,3,36.21,12.07,Not Returned,
TX1209,ORD1209,P1328,3,132.57,44.19,Not Returned,
TX1209,ORD1209,P1160,3,12.54,4.18,Not Returned,
TX1209,ORD1209,P1175,3,328.71,109.57,Not Returned,
TX1210,ORD1210,P1054,2,69.28,34.64,Not Returned,
TX1211,ORD1211,P1986,2,9.06,4.53,Not Returned,
TX1211,ORD1211,P1893,1,35.84,35.84,Returned,14-04-2025 23:11
TX1211,ORD1211,P1277,2,319.32,159.66,Not Returned,
TX1212,ORD1212,P1617,3,166.8,55.6,Not Returned,
